CELL	BSC	LAI	CI	BCCH	BSIC	TCH	HOP	HSN
JMJJHQ3	JMM11B2	9291	20033	54	75	[0] 10 27 54 65 87 [2] 72	[0] OFF[2] OFF	[0]1[2]50
JMJJHQ8	JMM11B2	9291	20038	50	73	[0] 18 50 56 [2] 23	[0] ON[2] OFF	[0]26[2]3
JMJJHY9	JMM11B2	9291	20377	38	42	[0] 15 24 38 55 84 [2] 10	[0] ON[2] ON	[0]22[2]57
JMJJTQ1	JMM11B2	9291	20271	33	26	[0] 33 63 [2] 5 75	[0] ON[2] OFF	[0]17[2]9
JMJJTQ2	JMM11B2	9291	20272	42	73	[0] 17 42 64 [2] 61	[0] ON[2] OFF	[0]56[2]51
JMJJTQ3	JMM11B2	9291	20273	40	73	[0] 12 40 [2] 69 81	[0] ON[2] OFF	[0]32[2]30
JMJJZG1	JMM11B2	9291	20471	31	65	[0] 11 31 71 91 [2] 25 28	[0] OFF[2] OFF	[0]5[2]57
JMJJZG2	JMM11B2	9291	20472	34	11	[0] 13 17 22 34 76 80 [1] 0 1022 [2] 64 68 89 93	[0] ON[1] OFF[2] OFF	[0]39[1]22[2]17
JMJJZG3	JMM11B2	9291	20473	46	65	[0] 2 5 46 55 61 82 [1] 1020 [2] 19	[0] ON[1] OFF[2] OFF	[0]10[1]50[2]21
JMJKFL1	JMM11B2	9291	20261	51	71	[0] 9 51 57 62 83 [2] 4 20 74	[0] ON[2] OFF	[0]51[2]30
JMJKFL2	JMM11B2	9291	20262	49	65	[0] 30 49 [2] 26 78	[0] OFF[2] OFF	[0]40[2]21
JMJLDC1	JMM11B2	9291	22051	53	30	[0] 8 53 73 83 [2] 60 79	[0] ON[2] OFF	[0]19[2]54
JMJLDC2	JMM11B2	9291	22052	45	74	[0] 12 15 19 23 45 66 86 93 [1] 1021 [2] 29 76 90	[0] ON[1] OFF[2] OFF	[0]24[1]48[2]15
JMJLDC3	JMM11B2	9291	22053	33	12	[0] 17 33 63 [2] 25	[0] OFF[2] OFF	[0]30[2]41
JMJLLE1	JMM11B2	9291	20071	47	41	[0] 7 47 62 77 92 [1] 1023 [2] 4 28	[0] ON[1] OFF[2] OFF	[0]14[1]22[2]4
JMJLLE2	JMM11B2	9291	20072	53	53	[0] 2 10 16 25 30 53 57 68 74 [2] 71 81 88	[0] ON[2] OFF	[0]15[2]55
JMJLLE3	JMM11B2	9291	20073	39	73	[0] 39 55 59 64 75 83 [2] 23 90	[0] ON[2] OFF	[0]16[2]52
JMJLLE8	JMM11B2	9291	20078	34	57	[0] 14 34 66 79 [2] 18 26	[0] ON[2] OFF	[0]37[2]33
JMJLLX1	JMM11B2	9291	20051	51	40	[0] 24 51 66 73 [2] 6 20	[0] OFF[2] OFF	[0]41[2]12
JMJLLX2	JMM11B2	9291	20052	46	47	[0] 1 22 46 87 [1] 1022 [2] 16	[0] ON[1] OFF[2] OFF	[0]9[1]53[2]47
JMJLLX3	JMM11B2	9291	20053	43	54	[0] 9 14 18 43 63 70 85 91 [2] 55 79	[0] ON[2] OFF	[0]42[2]19
JMJLLY1	JMM11B2	9291	25061	41	14	[0] 21 24 41 [2] 59	[0] ON[2] OFF	[0]19[2]25
JMJLLY2	JMM11B2	9291	25062	36	23	[0] 36 [2] 69	[0] OFF[2] OFF	[0]30[2]56
JMJLLY3	JMM11B2	9291	25063	49	73	[0] 15 49 74 [2] 71	[0] ON[2] OFF	[0]42[2]24
JMJMXG1	JMM11B2	9291	20091	52	61	[0] 1 4 29 52 55 90 [2] 15 63	[0] ON[2] OFF	[0]8[2]39
JMJMXG2	JMM11B2	9291	20092	32	70	[0] 23 32 58 [2] 20 83	[0] ON[2] OFF	[0]54[2]37
JMJMXG3	JMM11B2	9291	20093	37	24	[0] 7 10 37 85 88 [2] 18 74 92	[0] ON[2] OFF	[0]37[2]35
JMJMXG8	JMM11B2	9291	20098	40	10	[0] 25 40 67 72 78 [2] 60	[0] ON[2] OFF	[0]55[2]1
JMJMYI1	JMM11B2	9291	20101	31	76	[0] 8 14 31 60 66 70 93 [2] 2 75	[0] ON[2] OFF	[0]23[2]57
JMJMYI2	JMM11B2	9291	20102	33	76	[0] 11 18 25 33 55 63 68 77 81 86 [2] 6 90	[0] ON[2] OFF	[0]24[2]28
JMJMYI3	JMM11B2	9291	20103	38	74	[0] 4 16 20 23 29 38 72 79 [1] 1020 1023 [2] 57 88	[0] ON[1] OFF[2] OFF	[0]25[1]14[2]61
JMJMYN1	JMM11B2	9291	20111	51	62	[0] 7 11 19 26 30 51 65 69 74 80 87 [2] 56	[0] ON[2] OFF	[0]26[2]24
JMJMYN2	JMM11B2	9291	20112	54	72	[0] 3 13 24 54 58 61 67 76 85 [1] 0 [2] 89 94	[0] ON[1] OFF[2] OFF	[0]27[1]54[2]8
JMJMYN3	JMM11B2	9291	20113	45	62	[0] 9 45 71 78 83 91 [1] 1021 [2] 17 21 63	[0] ON[1] OFF[2] OFF	[0]28[1]26[2]57
JMJNQS1	JMM11B2	9291	20120	49	75	[0] 49 77 [2] 2	[0] OFF[2] OFF	[0]35[2]44
JMJNQS2	JMM11B2	9291	20121	46	25	[0] 13 28 46 62 94 [2] 22 53	[0] ON[2] OFF	[0]45[2]1
JMJNSN1	JMM11B2	9291	62901	43	70	[0] 10 16 23 43 86 91 [2] 26 68	[0] ON[2] OFF	[0]31[2]12
JMJNSN2	JMM11B2	9291	62902	35	70	[0] 8 28 35 64 87 94 [2] 14 72	[0] ON[2] OFF	[0]8[2]50
JMJNSN3	JMM11B2	9291	20133	49	62	[0] 1 19 22 30 49 79 82 [2] 61 89	[0] ON[2] OFF	[0]50[2]21
JMJQGW9	JMM11B2	9291	20029	35	24	[0] 21 28 35 [2] 94	[0] OFF[2] OFF	[0]6[2]10
JMJRXN1	JMM11B2	9291	20681	53	45	[0] 6 10 24 53 58 67 73 89 [1] 1021 [2] 17	[0] ON[1] OFF[2] OFF	[0]24[1]15[2]48
JMJRXN2	JMM11B2	9291	20682	37	56	[0] 12 15 20 37 61 71 79 91 [2] 29 94	[0] ON[2] OFF	[0]20[2]19
JMJRXN3	JMM11B2	9291	20683	50	11	[0] 2 5 8 26 50 65 83 90 [2] 22 87	[0] ON[2] OFF	[0]17[2]58
JMJSCG1	JMM11B2	9291	62911	49	31	[0] 5 49 64 [2] 94	[0] ON[2] OFF	[0]39[2]18
JMJSCG2	JMM11B2	9291	62912	45	54	[0] 26 45 57 75 79 [2] 67	[0] ON[2] OFF	[0]40[2]2
JMJSCG3	JMM11B2	9291	20153	34	77	[0] 15 19 34 83 89 [2] 7	[0] ON[2] OFF	[0]41[2]60
JMJSHT1	JMM11B2	9291	20281	47	76	[0] 1 10 22 47 66 74 84 [2] 59	[0] ON[2] OFF	[0]15[2]60
JMJSHT2	JMM11B2	9291	20282	41	64	[0] 41 56 76 [2] 94 [3] 13 27 81 86	[0] ON[2] OFF[3] OFF	[0]29[2]13[3]18
JMJSHT3	JMM11B2	9291	20283	39	51	[0] 8 16 25 39 64 68 90 [2] 29	[0] ON[2] OFF	[0]44[2]31
JMJWHZ1	JMM11B2	9291	20311	46	43	[0] 10 22 26 46 72 75 81 [2] 5	[0] ON[2] OFF	[0]14[2]39
JMJWHZ2	JMM11B2	9291	20312	39	25	[0] 29 39 63 [2] 8	[0] ON[2] OFF	[0]0[2]0
JMJWHZ3	JMM11B2	9291	20313	42	76	[0] 42 67 79 [2] 16	[0] ON[2] OFF	[0]51[2]54
JMJXFJ1	JMM11B2	9291	20211	41	17	[0] 3 16 23 41 56 65 70 92 [1] 1020 1023 [2] 84 88	[0] ON[1] OFF[2] OFF	[0]42[1]8[2]56
JMJXFJ2	JMM11B2	9291	20212	44	72	[0] 44 82 86 [2] 9 68	[0] ON[2] OFF	[0]16[2]23
JMJXFJ3	JMM11B2	9291	20213	48	76	[0] 7 11 14 19 28 48 59 [2] 62 74 80	[0] ON[2] OFF	[0]55[2]46
JMJXFJ8	JMM11B2	9291	20218	32	74	[0] 26 32 77 [2] 1	[0] ON[2] OFF	[0]43[2]1
JMJXMI1	JMM11B2	9291	20251	36	22	[0] 24 36 66 [2] 11	[0] ON[2] OFF	[0]59[2]17
JMJXMI2	JMM11B2	9291	20252	40	25	[0] 16 40 56 [2] 27	[0] ON[2] OFF	[0]44[2]5
JMJXMI3	JMM11B2	9291	20253	51	52	[0] 8 51 69 [2] 62	[0] ON[2] OFF	[0]30[2]58
JMJXMN1	JMM11B2	9291	20221	47	73	[0] 10 47 66 72 76 84 92 [1] 1020 [2] 14 88	[0] ON[1] OFF[2] OFF	[0]60[1]39[2]51
JMJXMN2	JMM11B2	9291	20222	51	24	[0] 1 51 80 [2] 20	[0] ON[2] OFF	[0]61[2]26
JMJXMN3	JMM11B2	9291	20223	31	60	[0] 3 8 31 60 70 82 94 [1] 1022 [2] 22 78	[0] ON[1] OFF[2] OFF	[0]62[1]25[2]44
JMJXMN8	JMM11B2	9291	20228	38	37	[0] 26 38 57 74 [2] 5 62	[0] ON[2] OFF	[0]48[2]23
JMJYHX1	JMM11B2	9291	22351	40	72	[0] 15 40 73 [2] 9	[0] ON[2] OFF	[0]39[2]47
JMJYHX2	JMM11B2	9291	22352	52	50	[0] 4 24 52 63 66 70 [2] 28 87	[0] ON[2] OFF	[0]60[2]18
JMJYHX3	JMM11B2	9291	22353	34	35	[0] 6 21 34 59 78 [2] 13 18 80	[0] ON[2] OFF	[0]45[2]6
JMJYSN1	JMM11B2	9291	22531	44	71	[0] 2 16 19 44 65 [2] 56	[0] ON[2] OFF	[0]27[2]46
JMJYSN2	JMM11B2	9291	22532	41	12	[0] 4 41 60 68 75 [2] 9	[0] ON[2] OFF	[0]4[2]25
JMJYWN1	JMM11B2	9291	22551	40	47	[0] 40 74 77 [2] 8	[0] ON[2] OFF	[0]24[2]44
JMJYWN2	JMM11B2	9291	22552	32	15	[0] 32 69 90 [2] 94	[0] OFF[2] OFF	[0]51[2]10
JMJYWN3	JMM11B2	9291	22553	43	46	[0] 18 43 64 [2] 83	[0] ON[2] OFF	[0]15[2]41
JMJYXG1	JMM11B2	9291	20441	35	26	[0] 35 59 62 [2] 14	[0] ON[2] OFF	[0]21[2]3
JMJYXG2	JMM11B2	9291	20442	38	72	[0] 11 38 78 [2] 1	[0] OFF[2] OFF	[0]25[2]46
JMJYXG3	JMM11B2	9291	20443	52	75	[0] 3 7 21 24 52 82 94 [2] 86	[0] ON[2] OFF	[0]30[2]27
JMJYXG8	JMM11B2	9291	20448	46	11	[0] 46 55 64 [2] 74	[0] ON[2] OFF	[0]62[2]47
JMJYXN1	JMM11B2	9291	20081	35	71	[0] 35 62 68 73 78 81 87 [2] 21	[0] ON[2] OFF	[0]17[2]22
JMJYXN2	JMM11B2	9291	20082	46	66	[0] 46 76 84 [2] 91 [3] 16 28 56 64	[0] ON[2] OFF[3] OFF	[0]39[2]47[3]56
JMJYXN3	JMM11B2	9291	20083	54	17	[0] 8 18 27 54 57 60 75 [2] 5	[0] ON[2] OFF	[0]62[2]9
JMJZCH2	JMM11B2	9291	23012	50	20	[0] 1 6 9 18 50 58 70 [2] 20	[0] ON[2] OFF	[0]56[2]13
JMJZCH3	JMM11B2	9291	23013	39	52	[0] 3 27 39 67 75 85 93 [2] 60	[0] ON[2] OFF	[0]2[2]38
JMJZHC1	JMM11B2	9291	20371	34	36	[0] 12 34 76 [2] 82	[0] ON[2] OFF	[0]50[2]3
JMJZHC2	JMM11B2	9291	20372	43	65	[0] 8 43 60 [2] 25	[0] OFF[2] OFF	[0]12[2]32
JMJZHC3	JMM11B2	9291	20373	36	30	[0] 16 36 [2] 28 89	[0] OFF[2] OFF	[0]39[2]62
JMJZHC9	JMM11B2	9291	20379	41	32	[0] 20 23 41 57 73 79 93 [2] 6	[0] ON[2] OFF	[0]51[2]54
JMM11B1	JMM11B2	9291	11111	3	64	[0] 3	[0] OFF	[0]0
JMM11B2	JMM11B2	9291	11111	12	67	[0] 12	[0] OFF	[0]0
JMXDHI1	JMM11B2	9291	20831	38	30	[0] 11 38 [2] 16 62	[0] OFF[2] OFF	[0]24[2]51
JMXDHI2	JMM11B2	9291	20832	50	61	[0] 50 [1] 0 [2] 19 22	[0] ON[1] OFF[2] OFF	[0]2[1]57[2]56
JMXDHI3	JMM11B2	9291	20833	52	35	[0] 52 59 [2] 83 91	[0] OFF[2] OFF	[0]45[2]58
JMXDJL1	JMM11B2	9291	26071	32	73	[0] 2 32 59 76 80 [2] 7	[0] ON[2] OFF	[0]21[2]6
JMXDJL2	JMM11B2	9291	26072	51	72	[0] 23 51 55 78 82 [2] 30	[0] ON[2] OFF	[0]5[2]38
JMXDJL3	JMM11B2	9291	26073	42	71	[0] 2 13 42 61 64 70 84 [2] 88	[0] ON[2] OFF	[0]54[2]8
JMXDJO5	JMM11B2	9292	22605	43	31	[0] 1 43 64	[0] ON	[0]15
JMXJLC1	JMM11B2	9291	20001	35	65	[0] 30 35 69 [2] 65 86	[0] ON[2] OFF	[0]42[2]34
JMXJLC2	JMM11B2	9291	20002	52	77	[0] 19 52 83 91 [2] 13 73	[0] ON[2] OFF	[0]43[2]9
JMXJLC3	JMM11B2	9291	20003	47	11	[0] 4 25 47 55 [1] 1022 [2] 15 89	[0] ON[1] OFF[2] OFF	[0]44[1]30[2]32
JMXJRU4	JMM11B2	9291	25684	40	23	[0] 1 40 63 80 93 [2] 28	[0] ON[2] OFF	[0]0[2]25
JMXJRU5	JMM11B2	9291	25685	48	17	[0] 23 48 72 [2] 30	[0] ON[2] OFF	[0]27[2]4
JMXJRU6	JMM11B2	9291	25686	36	74	[0] 36 59 68 [2] 7	[0] ON[2] OFF	[0]35[2]54
JMXJZC9	JMM11B2	9291	20069	52	73	[0] 52 55 59 [2] 65	[0] ON[2] OFF	[0]25[2]51
JMXWSC1	JMM11B2	9291	26081	38	70	[0] 38 65 73 [2] 84	[0] ON[2] OFF	[0]63[2]14
JMXWSC4	JMM11B2	9291	26084	49	26	[0] 49 [2] 91	[0] OFF[2] OFF	[0]20[2]52
JMXWSC5	JMM11B2	9291	26085	53	70	[0] 10 16 53 60 68 [2] 90	[0] ON[2] OFF	[0]32[2]63
JDXBFC1	JMM11B3	9292	32261	518	35	[0] 518 556 572 588 634 [2] 610	[0] ON[2] OFF	[0]45[2]51
JDXBFC2	JMM11B3	9292	32262	536	20	[0] 536 601 606 612 624 628 632 [2] 593	[0] ON[2] OFF	[0]61[2]7
JDXBFC3	JMM11B3	9292	32263	530	17	[0] 530 547 583 597 617 626 630 [2] 538	[0] ON[2] OFF	[0]14[2]28
JDXBFC4	JMM11B3	9292	32264	521	65	[0] 521 569 578 599 622 [2] 604	[0] ON[2] OFF	[0]32[2]50
JDXBXL1	JMM11B3	9292	34101	513	25	[0] 513 571 576 590 597 605 616 620 624 631 635 [2] 565	[0] ON[2] OFF	[0]48[2]44
JDXBYN1	JMM11B3	9292	31801	517	76	[0] 517 540 559 565 574 613 617 622 [2] 555 597	[0] ON[2] OFF	[0]25[2]13
JDXBYN2	JMM11B3	9292	31802	522	74	[0] 522 548 607 619 626 630 [2] 561 576	[0] ON[2] OFF	[0]49[2]10
JDXBYN3	JMM11B3	9292	31803	526	76	[0] 526 538 543 550 570 592 610 632 [2] 557 582	[0] ON[2] OFF	[0]10[2]17
JDXCBL1	JMM11B3	9292	30991	528	47	[0] 528 559 567 609 624 [2] 613 620 635	[0] ON[2] OFF	[0]22[2]46
JDXCBL2	JMM11B3	9292	30992	536	11	[0] 536 565 589 595 603 [2] 617	[0] ON[2] OFF	[0]57[2]36
JDXCBL3	JMM11B3	9292	30993	525	21	[0] 525 562 572 581 592 [2] 538	[0] ON[2] OFF	[0]24[2]60
JDXCDG1	JMM11B3	9292	35821	525	40	[0] 525 542 549 581 [2] 559 592	[0] ON[2] OFF	[0]6[2]44
JDXCDG2	JMM11B3	9292	35822	521	61	[0] 521 544 604 621 [2] 613 635	[0] ON[2] OFF	[0]39[2]16
JDXCDG3	JMM11B3	9292	35823	537	71	[0] 537 568 590 598 632 [2] 625	[0] ON[2] OFF	[0]9[2]53
JDXDHU1	JMM11B3	9292	31991	523	35	[0] 523 543 562 570 584 [2] 566	[0] ON[2] OFF	[0]58[2]51
JDXDHU2	JMM11B3	9292	31992	527	21	[0] 527 540 552 557 564 576 [2] 545 587	[0] ON[2] OFF	[0]33[2]51
JDXDHU3	JMM11B3	9292	31993	512	44	[0] 512 519 616 629 636 [2] 515	[0] ON[2] OFF	[0]22[2]17
JDXDJO1	JMM11B3	9292	32211	537	52	[0] 537 542 580 587 [2] 573 618	[0] ON[2] OFF	[0]42[2]62
JDXDJO2	JMM11B3	9292	32212	522	70	[0] 522 568 584 607 629 [2] 575 598 611	[0] ON[2] OFF	[0]29[2]44
JDXDJO3	JMM11B3	9292	32213	533	77	[0] 533 551 559 565 582 [2] 545	[0] ON[2] OFF	[0]39[2]1
JDXDQG1	JMM11B3	9292	30731	534	63	[0] 534 541 560 566 571 588 608 615 [2] 554 619	[0] ON[2] OFF	[0]26[2]29
JDXDQG2	JMM11B3	9292	30732	523	64	[0] 523 538 548 573 581 601 612 634 [2] 556 577	[0] ON[2] OFF	[0]63[2]22
JDXDQG3	JMM11B3	9292	30733	530	60	[0] 530 558 579 596 606 610 623 [2] 546 562 586	[0] ON[2] OFF	[0]37[2]16
JDXDQG8	JMM11B3	9292	30738	519	54	[0] 519 590 594 599 604 617 621 632 [2] 550 628	[0] ON[2] OFF	[0]41[2]0
JDXDWD1	JMM11B3	9292	30101	531	76	[0] 531 547 572 578 595 608 616 629 [2] 553 582	[0] ON[2] OFF	[0]9[2]24
JDXDWD2	JMM11B3	9292	30102	536	75	[0] 536 544 549 556 563 567 580 603 624 633 [2] 591 611	[0] ON[2] OFF	[0]48[2]1
JDXDWD3	JMM11B3	9292	30103	520	15	[0] 520 538 560 570 588 606 635 [2] 575	[0] ON[2] OFF	[0]45[2]5
JDXDXG1	JMM11B3	9292	30961	518	21	[0] 518 561 580 584 592 596 607 [2] 611	[0] ON[2] OFF	[0]26[2]27
JDXDXG2	JMM11B3	9292	30962	535	50	[0] 535 567 627 634 [2] 589 594	[0] ON[2] OFF	[0]58[2]36
JDXDXG3	JMM11B3	9292	30963	516	20	[0] 516 600 604 [2] 558	[0] ON[2] OFF	[0]58[2]61
JDXGFS1	JMM11B3	9292	32701	527	23	[0] 527 545 552 564 579 582 602 610 614 618 626 [2] 558	[0] ON[2] OFF	[0]16[2]63
JDXGFS2	JMM11B3	9292	32702	523	16	[0] 523 556 573 577 586 591 596 600 605 627 634 [2] 568	[0] ON[2] OFF	[0]52[2]38
JDXGFS3	JMM11B3	9292	32703	517	14	[0] 517 542 550 561 566 570 581 607 616 623 629 [2] 538	[0] ON[2] OFF	[0]25[2]14
JDXGRL1	JMM11B3	9292	30551	526	62	[0] 526 548 582 597 [2] 565 622	[0] ON[2] OFF	[0]43[2]22
JDXGRL2	JMM11B3	9292	30552	521	70	[0] 521 541 567 571 588 627 [2] 556 635	[0] ON[2] OFF	[0]0[2]45
JDXGRL3	JMM11B3	9292	30553	514	57	[0] 514 563 575 585 632 [2] 616	[0] ON[2] OFF	[0]37[2]59
JDXHLI1	JMM11B3	9292	30431	526	67	[0] 526 553 [2] 561 595	[0] OFF[2] OFF	[0]5[2]25
JDXHLI2	JMM11B3	9292	30432	513	47	[0] 513 616 [2] 540 633	[0] OFF[2] OFF	[0]32[2]55
JDXHLI3	JMM11B3	9292	30433	516	63	[0] 516 555 [2] 586 636	[0] ON[2] OFF	[0]60[2]22
JDXJDA1	JMM11B3	9292	30871	527	63	[0] 527 568 592 625 [2] 564 575	[0] ON[2] OFF	[0]21[2]5
JDXJDA2	JMM11B3	9292	30872	517	53	[0] 517 545 580 629 [2] 584 603	[0] ON[2] OFF	[0]36[2]39
JDXJDA3	JMM11B3	9292	30873	519	55	[0] 519 542 559 600 [2] 554 607	[0] ON[2] OFF	[0]50[2]7
JDXJMJ1	JMM11B3	9292	30211	518	71	[0] 518 561 570 577 587 630 [2] 553 605	[0] ON[2] OFF	[0]27[2]21
JDXJMJ2	JMM11B3	9292	30212	516	74	[0] 516 619 628 [2] 602	[0] ON[2] OFF	[0]24[2]21
JDXJMJ3	JMM11B3	9292	30213	531	44	[0] 531 579 583 596 607 615 621 [2] 634	[0] ON[2] OFF	[0]22[2]22
JDXJTN1	JMM11B3	9292	30741	536	33	[0] 536 549 561 574 595 605 [2] 617 626	[0] ON[2] OFF	[0]51[2]17
JDXJTN2	JMM11B3	9292	30742	512	63	[0] 512 581 585 592 599 628 [2] 546 565	[0] ON[2] OFF	[0]40[2]29
JDXJTN3	JMM11B3	9292	30743	523	70	[0] 523 554 558 576 602 615 [2] 610 619	[0] ON[2] OFF	[0]30[2]42
JDXKSS1	JMM11B3	9292	30421	524	70	[0] 524 565 599 616 633 [2] 592	[0] ON[2] OFF	[0]54[2]23
JDXKSS2	JMM11B3	9292	30422	514	12	[0] 514 550 574 585 [2] 590 602	[0] ON[2] OFF	[0]0[2]36
JDXKSS3	JMM11B3	9292	30423	528	65	[0] 528 558 581 [2] 539	[0] ON[2] OFF	[0]11[2]50
JDXLSL1	JMM11B3	9292	30321	513	35	[0] 513 542 554 577 593 620 628 [2] 571	[0] ON[2] OFF	[0]37[2]60
JDXLSL2	JMM11B3	9292	30322	533	47	[0] 533 539 543 551 569 573 583 589 609 614 632 [2] 618	[0] ON[2] OFF	[0]60[2]20
JDXLSL3	JMM11B3	9292	30323	529	25	[0] 529 547 562 581 596 604 608 [2] 557	[0] ON[2] OFF	[0]48[2]9
JDXLXH1	JMM11B3	9292	30201	518	42	[0] 518 556 585 590 599 [2] 563	[0] ON[2] OFF	[0]24[2]61
JDXLXH2	JMM11B3	9292	30202	534	74	[0] 534 552 560 576 608 616 630 [2] 546	[0] ON[2] OFF	[0]14[2]54
JDXLXH3	JMM11B3	9292	30203	512	54	[0] 512 566 587 623 628 [2] 605	[0] ON[2] OFF	[0]5[2]48
JDXLYD1	JMM11B3	9292	30191	532	40	[0] 532 609 620 624 [2] 570 630	[0] ON[2] OFF	[0]33[2]59
JDXLYD2	JMM11B3	9292	30192	525	57	[0] 525 540 563 588 597 602 607 616 622 [2] 547	[0] ON[2] OFF	[0]35[2]17
JDXLYD3	JMM11B3	9292	30193	529	61	[0] 529 544 553 558 566 579 583 591 [2] 611 633	[0] ON[2] OFF	[0]38[2]40
JDXNYL1	JMM11B3	9292	32231	534	65	[0] 534 539 551 578 593 598 [2] 586 631	[0] ON[2] OFF	[0]43[2]39
JDXNYL2	JMM11B3	9292	32232	527	40	[0] 527 560 596 606 623 [2] 573	[0] ON[2] OFF	[0]43[2]18
JDXNYL3	JMM11B3	9292	32233	513	61	[0] 513 543 547 557 600 604 625 [2] 566	[0] ON[2] OFF	[0]32[2]47
JDXQJG1	JMM11B3	9292	36101	530	24	[0] 530 546 564 [2] 541	[0] ON[2] OFF	[0]29[2]23
JDXQJG2	JMM11B3	9292	36102	523	17	[0] 523 573 596 [2] 550	[0] OFF[2] OFF	[0]26[2]23
JDXQJG3	JMM11B3	9292	36103	535	30	[0] 535 611 634 [2] 604	[0] ON[2] OFF	[0]24[2]24
JDXSZC1	JMM11B3	9292	30021	517	51	[0] 517 563 584 [2] 602	[0] ON[2] OFF	[0]55[2]42
JDXSZC2	JMM11B3	9292	30022	512	76	[0] 512 552 614 632 [2] 557 589	[0] ON[2] OFF	[0]16[2]5
JDXSZC3	JMM11B3	9292	30023	522	21	[0] 522 550 555 [2] 594	[0] ON[2] OFF	[0]12[2]50
JDXWMD1	JMM11B3	9292	30861	513	75	[0] 513 539 543 595 618 [2] 591	[0] ON[2] OFF	[0]29[2]5
JDXWMD2	JMM11B3	9292	30862	520	43	[0] 520 588 593 601 627 631 [2] 541 574	[0] ON[2] OFF	[0]40[2]35
JDXWMD3	JMM11B3	9292	30863	524	32	[0] 524 554 563 569 586 599 633 [2] 546	[0] ON[2] OFF	[0]47[2]5
JDXXFD1	JMM11B3	9292	33101	514	50	[0] 514 542 551 562 566 571 575 [2] 581	[0] ON[2] OFF	[0]29[2]48
JDXXFD2	JMM11B3	9292	33102	529	17	[0] 529 545 554 558 564 569 577 [2] 584	[0] ON[2] OFF	[0]13[2]35
JDXXFD3	JMM11B3	9292	33103	532	31	[0] 532 594 602 606 612 625 629 [2] 586	[0] ON[2] OFF	[0]62[2]23
JDXYHU1	JMM11B3	9292	30351	536	55	[0] 536 574 583 585 595 627 [2] 551 599	[0] ON[2] OFF	[0]3[2]4
JDXYHU2	JMM11B3	9292	30352	516	61	[0] 516 555 572 576 588 597 622 630 635 [2] 546 565 608	[0] ON[2] OFF	[0]3[2]6
JDXYTS1	JMM11B3	9292	33201	519	31	[0] 519 547 555 560 572 578 588 594 603 609 621 [2] 541	[0] ON[2] OFF	[0]31[2]4
JDXYTS2	JMM11B3	9292	33202	512	15	[0] 512 543 549 566 574 580 584 598 607 625 633 [2] 539	[0] ON[2] OFF	[0]21[2]61
JDXYTS3	JMM11B3	9292	33203	515	25	[0] 515 551 557 563 569 582 592 601 613 619 630 [2] 545	[0] ON[2] OFF	[0]12[2]55
JKSMK39	JMM11B3	9292	10000	9	30	[0] 9 [2] 95	[0] OFF[2] OFF	[0]58[2]44
JMM11C1	JMM11B3	9292	11111	3	66	[0] 3	[0] OFF	[0]0
JMM11C2	JMM11B3	9292	11111	12	61	[0] 12	[0] OFF	[0]0
JMXBFC1	JMM11B3	9292	25911	34	53	[0] 19 34 58 [2] 9	[0] ON[2] OFF	[0]29[2]15
JMXBFC2	JMM11B3	9292	25912	39	61	[0] 25 29 39 70 73 77 81 [2] 7	[0] ON[2] OFF	[0]56[2]46
JMXBFC3	JMM11B3	9292	25913	37	31	[0] 15 18 27 37 59 64 75 [2] 2	[0] ON[2] OFF	[0]20[2]14
JMXBFC8	JMM11B3	9292	25914	45	70	[0] 45 61 68 [2] 24	[0] ON[2] OFF	[0]49[2]47
JMXBXL1	JMM11B3	9292	20031	54	63	[0] 5 15 18 23 30 54 69 79 85 88 93 [2] 26	[0] ON[2] OFF	[0]47[2]17
JMXBXL2	JMM11B3	9292	20032	47	26	[0] 3 10 20 28 47 57 60 65 74 81 [1] 1021 [2] 91	[0] ON[1] OFF[2] OFF	[0]13[1]12[2]17
JMXBYN1	JMM11B3	9292	21801	52	60	[0] 13 52 66 76 [2] 30 73	[0] ON[2] OFF	[0]2[2]13
JMXBYN2	JMM11B3	9292	21802	33	55	[0] 33 60 [2] 68 93	[0] OFF[2] OFF	[0]22[2]62
JMXBYN3	JMM11B3	9292	21803	54	67	[0] 8 11 18 22 26 54 62 [2] 3 81 84	[0] ON[2] OFF	[0]23[2]33
JMXBYN8	JMM11B3	9292	21804	42	73	[0] 1 24 42 [2] 28 57 89	[0] ON[2] OFF	[0]48[2]32
JMXCBL1	JMM11B3	9292	20991	31	30	[0] 12 25 31 [2] 4 70 77	[0] ON[2] OFF	[0]1[2]62
JMXCBL2	JMM11B3	9292	20992	44	25	[0] 14 20 44 61 [2] 17	[0] ON[2] OFF	[0]63[2]56
JMXCBL3	JMM11B3	9292	20993	37	14	[0] 29 37 66 [2] 82	[0] ON[2] OFF	[0]18[2]11
JMXCDG1	JMM11B3	9292	25821	41	24	[0] 10 17 30 41 55 65 76 90 94 [2] 3 14 25	[0] ON[2] OFF	[0]24[2]8
JMXCDG2	JMM11B3	9292	25822	48	24	[0] 27 48 58 74 92 [1] 1022 [2] 62 86	[0] ON[1] OFF[2] OFF	[0]9[1]19[2]47
JMXCDG3	JMM11B3	9292	25823	53	16	[0] 1 53 78 84 [2] 5 70	[0] ON[2] OFF	[0]20[2]60
JMXDDA1	JMM11B3	9292	25651	47	65	[0] 19 47 81 [2] 92	[0] ON[2] OFF	[0]23[2]8
