CELL	BSC	LAI	CI	BCCH	BSIC	TCH	HOP	HSN
JMKXSY3	JMSM1B1	9859	22143	31	73	[0] 7 11 14 31 86 [2] 4	[0] ON[2] OFF	[0]29[2]48
JMKYHC1	JMSM1B1	9859	22151	31	20	[0] 31 68 82 93 [2] 77 90	[0] ON[2] OFF	[0]41[2]37
JMKYHC2	JMSM1B1	9859	22152	54	41	[0] 18 22 54 57 61 72 [2] 14 88	[0] ON[2] OFF	[0]30[2]58
JMKYHC3	JMSM1B1	9859	22153	47	15	[0] 3 8 27 47 [2] 12 80	[0] ON[2] OFF	[0]20[2]19
JMKZHE1	JMSM1B1	9859	20361	37	63	[0] 9 14 26 37 89 [2] 19 80 94	[0] ON[2] OFF	[0]61[2]6
JMKZHE2	JMSM1B1	9859	20362	47	52	[0] 3 47 62 68 76 87 [1] 0 1020 [2] 28 82	[0] ON[1] OFF[2] OFF	[0]32[1]43[2]56
JMKZHE3	JMSM1B1	9859	20363	43	13	[0] 23 43 57 64 71 84 [2] 7 74	[0] ON[2] OFF	[0]4[2]52
JMKZSC1	JMSM1B1	9859	23051	31	16	[0] 17 31 [2] 71 88	[0] OFF[2] OFF	[0]52[2]3
JMKZSC2	JMSM1B1	9859	23052	38	17	[0] 9 38 67 92 [2] 12 57	[0] ON[2] OFF	[0]53[2]7
JMKZSC3	JMSM1B1	9859	23053	55	40	[0] 55 60 90 [2] 3	[0] ON[2] OFF	[0]54[2]29
JDTBKG1	JMSM1B2	9860	26031	535	12	[0] 535 603 610 616 620 624 629 [2] 633	[0] ON[2] OFF	[0]48[2]5
JDTBKG2	JMSM1B2	9860	30112	532	53	[0] 532 547 561 569 600 606 635 [2] 573	[0] ON[2] OFF	[0]18[2]16
JDTBKG3	JMSM1B2	9860	30113	513	12	[0] 513 550 556 [2] 565	[0] ON[2] OFF	[0]63[2]7
JDTCLU1	JMSM1B2	9860	30001	525	27	[0] 525 [2] 560	[0] OFF[2] OFF	[0]63[2]59
JDTCLU2	JMSM1B2	9860	30002	516	44	[0] 516 536 [2] 570 580	[0] OFF[2] OFF	[0]52[2]3
JDTLDI1	JMSM1B2	9860	30021	533	72	[0] 533 536 547 560 568 578 [2] 590 603 611 635	[0] ON[2] OFF	[0]5[2]60
JDTLDI2	JMSM1B2	9860	30022	522	26	[0] 522 540 597 627 [2] 584 632	[0] ON[2] OFF	[0]38[2]49
JDTLDI3	JMSM1B2	9860	30023	528	62	[0] 528 549 557 587 594 609 [2] 580 618	[0] ON[2] OFF	[0]8[2]39
JDTNKL1	JMSM1B2	9860	30801	525	25	[0] 525 551 557 561 567 [2] 577	[0] ON[2] OFF	[0]61[2]55
JDTNKL2	JMSM1B2	9860	30802	520	26	[0] 520 553 558 [2] 564	[0] ON[2] OFF	[0]13[2]62
JDTNKL3	JMSM1B2	9860	30803	518	25	[0] 518 543 555 570 585 608 633 [2] 626	[0] ON[2] OFF	[0]11[2]35
JDTSBE3	JMSM1B2	9860	30663	527	47	[0] 527 552 558 565 569 [2] 618 627 634	[0] ON[2] OFF	[0]22[2]5
JDTSBU1	JMSM1B2	9860	30651	517	35	[0] 517 543 570 576 583 589 604 621 [2] 547 596	[0] ON[2] OFF	[0]14[2]41
JDTSHS1	JMSM1B2	9860	34021	514	76	[0] 514 547 559 574 594 610 619 [2] 631	[0] ON[2] OFF	[0]9[2]16
JDTSHS2	JMSM1B2	9860	34022	529	15	[0] 529 562 566 582 607 615 623 [2] 629	[0] ON[2] OFF	[0]3[2]40
JDTSJU1	JMSM1B2	9860	30681	530	30	[0] 530 537 559 595 [2] 568 579	[0] ON[2] OFF	[0]62[2]24
JDTSJU2	JMSM1B2	9860	30682	515	41	[0] 515 [2] 622	[0] OFF[2] OFF	[0]34[2]15
JDTXHU1	JMSM1B2	9860	34031	537	15	[0] 537 610 617 621 625 630 635 [2] 606	[0] ON[2] OFF	[0]31[2]10
JDTXHU2	JMSM1B2	9860	34032	528	23	[0] 528 543 547 552 623 627 632 [2] 557	[0] ON[2] OFF	[0]52[2]48
JDTZHL1	JMSM1B2	9860	30701	514	67	[0] 514 592 612 [2] 545	[0] ON[2] OFF	[0]29[2]35
JDTZHL2	JMSM1B2	9860	30702	524	65	[0] 524 541 599 [2] 595	[0] ON[2] OFF	[0]53[2]27
JDTZHL3	JMSM1B2	9860	30703	530	36	[0] 530 584 632 [2] 562	[0] ON[2] OFF	[0]63[2]56
JDXNWN3	JMSM1B2	9860	30013	528	73	[0] 528 566 [2] 578 591	[0] OFF[2] OFF	[0]28[2]22
JDXSYG3	JMSM1B2	9860	32773	528	30	[0] 528 553 570 575 610 625 631 [2] 545	[0] ON[2] OFF	[0]47[2]37
JMJK129	JMSM1B2	9860	10000	100	30	[0] 100 [2] 95	[0] OFF[2] OFF	[0]0[2]6
JMTBFS1	JMSM1B2	9860	20661	35	76	[0] 35	[0] OFF	[0]23
JMTBFS2	JMSM1B2	9860	20662	31	53	[0] 31	[0] OFF	[0]29
JMTBFS3	JMSM1B2	9860	20663	33	61	[0] 1 4 33 [2] 23	[0] ON[2] OFF	[0]36[2]2
JMTBJA1	JMSM1B2	9860	26201	34	15	[0] 1 5 34 [2] 62	[0] ON[2] OFF	[0]10[2]44
JMTBJA2	JMSM1B2	9860	26202	41	26	[0] 16 41 56 [2] 78	[0] ON[2] OFF	[0]63[2]20
JMTBJA3	JMSM1B2	9860	26203	32	47	[0] 3 10 32 [2] 20	[0] ON[2] OFF	[0]53[2]62
JMTBKG1	JMSM1B2	9860	26011	39	67	[0] 10 39 [2] 17 22	[0] ON[2] OFF	[0]13[2]50
JMTBKG2	JMSM1B2	9860	26012	36	57	[0] 2 30 36 60 66 [2] 93	[0] ON[2] OFF	[0]14[2]42
JMTBKG3	JMSM1B2	9860	26013	54	24	[0] 54 [2] 63	[0] OFF[2] OFF	[0]15[2]1
JMTBTN1	JMSM1B2	9860	20081	56	15	[0] 56 68 [2] 78	[0] OFF[2] OFF	[0]32[2]23
JMTBTN2	JMSM1B2	9860	20082	31	77	[0] 2 8 31 71 [2] 94	[0] ON[2] OFF	[0]51[2]29
JMTBTN3	JMSM1B2	9860	20083	51	50	[0] 12 29 51 [2] 81	[0] ON[2] OFF	[0]7[2]50
JMTBXG1	JMSM1B2	9860	20091	35	17	[0] 35 79 [2] 73	[0] OFF[2] OFF	[0]19[2]33
JMTBXG2	JMSM1B2	9860	20092	50	67	[0] 50 68 [2] 85	[0] OFF[2] OFF	[0]20[2]14
JMTBXG3	JMSM1B2	9860	20093	45	75	[0] 45 70	[0] OFF	[0]21
JMTCBN1	JMSM1B2	9860	20101	44	65	[0] 44 86 [2] 63	[0] OFF[2] OFF	[0]23[2]33
JMTCBN2	JMSM1B2	9860	20102	34	11	[0] 34 90 [2] 59	[0] OFF[2] OFF	[0]24[2]13
JMTCBN3	JMSM1B2	9860	20103	42	14	[0] 14 42 75 [2] 6	[0] ON[2] OFF	[0]25[2]35
JMTCBN8	JMSM1B2	9860	20108	52	72	[0] 27 52 [2] 3	[0] OFF[2] OFF	[0]57[2]30
JMTCHI1	JMSM1B2	9860	20111	47	63	[0] 47 [2] 73	[0] OFF[2] OFF	[0]27[2]0
JMTCHI2	JMSM1B2	9860	20112	36	43	[0] 36 [2] 83	[0] OFF[2] OFF	[0]28[2]23
JMTCHI3	JMSM1B2	9860	20113	55	50	[0] 55 [2] 77	[0] OFF[2] OFF	[0]29[2]60
JMTCLT1	JMSM1B2	9860	20001	56	36	[0] 56 75 [2] 1 93	[0] OFF[2] OFF	[0]63[2]36
JMTCLT2	JMSM1B2	9860	20002	42	23	[0] 42 [2] 64	[0] OFF[2] OFF	[0]39[2]17
JMTCLT3	JMSM1B2	9860	20003	45	31	[0] 12 45 [2] 69	[0] OFF[2] OFF	[0]16[2]47
JMTCLU1	JMSM1B2	9860	20011	40	21	[0] 10 18 40 86 [2] 70	[0] ON[2] OFF	[0]30[2]23
JMTCLU2	JMSM1B2	9860	20012	38	55	[0] 8 15 20 29 38 94 [2] 65 90	[0] ON[2] OFF	[0]31[2]0
JMTCLU3	JMSM1B2	9860	20013	55	23	[0] 2 6 24 55 63 [2] 67	[0] ON[2] OFF	[0]32[2]52
JMTCYG1	JMSM1B2	9860	20021	33	72	[0] 33 85 [2] 68	[0] OFF[2] OFF	[0]34[2]3
JMTCYG2	JMSM1B2	9860	20022	36	54	[0] 13 36 80 [2] 88	[0] ON[2] OFF	[0]35[2]22
JMTCYG3	JMSM1B2	9860	20023	50	77	[0] 22 50 [2] 60	[0] OFF[2] OFF	[0]36[2]58
JMTCYG8	JMSM1B2	9860	20028	54	16	[0] 54 [2] 64	[0] OFF[2] OFF	[0]37[2]12
JMTDGG6	JMSM1B2	9860	20126	48	56	[0] 2 30 48 61 74 [2] 67	[0] ON[2] OFF	[0]32[2]40
JMTDHG1	JMSM1B2	9860	20131	44	57	[0] 44 [2] 91	[0] OFF[2] OFF	[0]51[2]2
JMTDHG2	JMSM1B2	9860	20132	31	54	[0] 31 59 88 [2] 23	[0] ON[2] OFF	[0]3[2]42
JMTDHG3	JMSM1B2	9860	20133	46	64	[0] 46 [2] 19	[0] OFF[2] OFF	[0]20[2]18
JMTDJG1	JMSM1B2	9860	20141	37	57	[0] 21 37 72 80 [2] 3	[0] ON[2] OFF	[0]43[2]9
JMTDJG2	JMSM1B2	9860	20142	39	22	[0] 1 5 13 24 28 39 63 66 69 92 [2] 16 60	[0] ON[2] OFF	[0]44[2]46
JMTDJG3	JMSM1B2	9860	20143	44	53	[0] 18 26 30 44 58 77 86 [2] 9 83 94	[0] ON[2] OFF	[0]45[2]38
JMTDLA1	JMSM1B2	9860	30041	32	30	[0] 32 65 76 [2] 61	[0] ON[2] OFF	[0]40[2]6
JMTDLA2	JMSM1B2	9860	30042	55	57	[0] 11 55 71 [2] 89	[0] ON[2] OFF	[0]53[2]46
JMTDLA3	JMSM1B2	9860	30043	41	30	[0] 41 78 87 [2] 21	[0] ON[2] OFF	[0]63[2]7
JMTDTG1	JMSM1B2	9860	20811	47	71	[0] 11 23 47 [2] 86	[0] ON[2] OFF	[0]62[2]1
JMTDTG2	JMSM1B2	9860	20812	45	71	[0] 21 45 66 78 90 [2] 4	[0] ON[2] OFF	[0]22[2]28
JMTDTG3	JMSM1B2	9860	20813	41	63	[0] 27 41 68 [2] 62	[0] ON[2] OFF	[0]47[2]62
JMTDTO1	JMSM1B2	9860	20161	43	75	[0] 7 15 19 43 [2] 67 79	[0] ON[2] OFF	[0]52[2]15
JMTDTO2	JMSM1B2	9860	20162	37	21	[0] 37 74 83 89 93 [1] 1023 [2] 12 71	[0] ON[1] OFF[2] OFF	[0]53[1]17[2]30
JMTDTO3	JMSM1B2	9860	20163	41	42	[0] 29 41 86 [2] 9 56	[0] ON[2] OFF	[0]54[2]11
JMTDTU1	JMSM1B2	9860	20171	56	22	[0] 7 10 56 81 88 [2] 15	[0] ON[2] OFF	[0]55[2]28
JMTDTU2	JMSM1B2	9860	20172	49	63	[0] 4 49 [2] 23	[0] OFF[2] OFF	[0]56[2]60
JMTDTU3	JMSM1B2	9860	20173	53	41	[0] 1 25 53 58 66 78	[0] ON	[0]57
JMTFHG1	JMSM1B2	9860	23631	35	36	[0] 35 [2] 9	[0] OFF[2] OFF	[0]59[2]22
JMTFHG2	JMSM1B2	9860	23632	52	10	[0] 52 [1] 1020 [2] 1 61	[0] OFF[1] OFF[2] OFF	[0]58[1]27[2]45
JMTFHG3	JMSM1B2	9860	23633	38	36	[0] 21 38 75 [2] 13	[0] ON[2] OFF	[0]10[2]0
JMTGDJ1	JMSM1B2	9860	27101	34	24	[0] 4 10 14 19 27 30 34 [2] 57	[0] ON[2] OFF	[0]40[2]59
JMTGDJ2	JMSM1B2	9860	27102	45	60	[0] 2 17 45 63 [2] 73 [3] 21 55 59	[0] ON[2] OFF[3] ON	[0]24[2]25[3]6
JMTGDJ3	JMSM1B2	9860	27103	38	66	[0] 38 66 71 77 86 89 92 [2] 25	[0] ON[2] OFF	[0]9[2]57
JMTGDL9	JMSM1B2	9860	20199	34	56	[0] 34 [2] 94	[0] OFF[2] OFF	[0]63[2]20
JMTGDS1	JMSM1B2	9860	20181	38	65	[0] 38 60 66 86 [2] 17	[0] ON[2] OFF	[0]17[2]24
JMTGDS2	JMSM1B2	9860	20182	52	33	[0] 52	[0] OFF	[0]23
JMTGTN1	JMSM1B2	9860	23621	31	65	[0] 31 65 80 [2] 93	[0] ON[2] OFF	[0]52[2]41
JMTGTN2	JMSM1B2	9860	23622	46	63	[0] 27 46 62 [2] 6	[0] ON[2] OFF	[0]63[2]8
JMTGTN3	JMSM1B2	9860	23623	36	67	[0] 36 [2] 20	[0] OFF[2] OFF	[0]11[2]40
JMTGYI1	JMSM1B2	9860	20201	58	77	[0] 2 17 28 58 62 68 75 83 87 93 [2] 14 20	[0] ON[2] OFF	[0]19[2]13
JMTGYI2	JMSM1B2	9860	20202	46	55	[0] 25 46 77 85 [2] 11 91	[0] ON[2] OFF	[0]20[2]38
JMTGYI3	JMSM1B2	9860	20203	37	52	[0] 37 60 [2] 23 30	[0] ON[2] OFF	[0]21[2]8
JMTGYI8	JMSM1B2	9860	20208	40	13	[0] 40 63 [2] 5	[0] OFF[2] OFF	[0]38[2]51
JMTGYX1	JMSM1B2	9860	20211	53	67	[0] 12 53 77 86 89 [1] 1021 [2] 22 59	[0] ON[1] OFF[2] OFF	[0]22[1]50[2]32
JMTGYX2	JMSM1B2	9860	20212	55	31	[0] 20 55 [2] 10	[0] OFF[2] OFF	[0]23[2]58
JMTGYX3	JMSM1B2	9860	20213	51	75	[0] 1 51 73 [2] 15 66	[0] ON[2] OFF	[0]24[2]4
JMTGYY1	JMSM1B2	9860	26021	34	62	[0] 16 34 64 [2] 87	[0] ON[2] OFF	[0]30[2]55
JMTGYY2	JMSM1B2	9860	26022	32	33	[0] 18 32 [2] 82	[0] OFF[2] OFF	[0]39[2]62
JMTGYY3	JMSM1B2	9860	26023	48	51	[0] 8 48 78 84 [2] 72	[0] ON[2] OFF	[0]49[2]24
JMTHLG1	JMSM1B2	9860	20031	35	64	[0] 6 22 35 67 77 84 [2] 25 81	[0] ON[2] OFF	[0]1[2]45
JMTHLG2	JMSM1B2	9860	20032	47	54	[0] 47 63 91 [2] 28	[0] ON[2] OFF	[0]18[2]58
JMTHLG3	JMSM1B2	9860	20033	37	53	[0] 9 16 37 [2] 30	[0] ON[2] OFF	[0]36[2]11
JMTJGG1	JMSM1B2	9860	20221	56	17	[0] 11 56 66 70 92 [2] 15 19 77	[0] ON[2] OFF	[0]39[2]49
JMTJGG2	JMSM1B2	9860	20222	45	52	[0] 45 [2] 29	[0] OFF[2] OFF	[0]40[2]63
JMTJGG3	JMSM1B2	9860	20223	51	72	[0] 2 51 68 76 85 [2] 7	[0] ON[2] OFF	[0]41[2]35
JMTLAO1	JMSM1B2	9860	20231	46	74	[0] 46 [2] 28	[0] OFF[2] OFF	[0]47[2]1
JMTLAO2	JMSM1B2	9860	20232	31	61	[0] 31 82 [2] 23	[0] OFF[2] OFF	[0]32[2]31
JMTLAO3	JMSM1B2	9860	20233	40	31	[0] 17 40 70 74 90 [2] 12	[0] ON[2] OFF	[0]18[2]22
JMTLDI1	JMSM1B2	9860	20151	41	53	[0] 22 41 56 72 91 [2] 13	[0] ON[2] OFF	[0]2[2]8
JMTLDI2	JMSM1B2	9860	20152	33	45	[0] 11 33 66 93 [2] 25 77	[0] ON[2] OFF	[0]31[2]18
JMTLDI3	JMSM1B2	9860	20153	39	26	[0] 7 19 27 30 39 61 [1] 1021 [2] 1 70 75	[0] ON[1] OFF[2] OFF	[0]45[1]15[2]13
JMTLXI1	JMSM1B2	9860	23601	41	45	[0] 41 66 80 [2] 16	[0] ON[2] OFF	[0]60[2]56
JMTLXI2	JMSM1B2	9860	23602	46	50	[0] 12 46 62 [2] 24	[0] ON[2] OFF	[0]52[2]4
JMTLXI3	JMSM1B2	9860	23603	51	60	[0] 51 84 89 [2] 5	[0] ON[2] OFF	[0]45[2]17
JMTLZT1	JMSM1B2	9860	23301	47	21	[0] 14 24 28 47 60 [2] 63	[0] ON[2] OFF	[0]38[2]48
JMTLZT2	JMSM1B2	9860	23302	54	76	[0] 26 54 72 [2] 94	[0] ON[2] OFF	[0]56[2]22
JMTLZT3	JMSM1B2	9860	23303	36	62	[0] 5 22 36 [2] 84	[0] ON[2] OFF	[0]11[2]61
JMTMXG1	JMSM1B2	9860	20261	38	63	[0] 25 38 62 68 81 [2] 86	[0] ON[2] OFF	[0]61[2]46
JMTMXG2	JMSM1B2	9860	20262	47	43	[0] 47 [2] 93	[0] OFF[2] OFF	[0]62[2]38
JMTMXG3	JMSM1B2	9860	20263	34	40	[0] 34 70 73 [2] 9	[0] ON[2] OFF	[0]63[2]7
JMTNKG1	JMSM1B2	9860	20271	43	65	[0] 43 [2] 81	[0] OFF[2] OFF	[0]3[2]62
JMTNKG2	JMSM1B2	9860	20272	53	55	[0] 53	[0] OFF	[0]4
JMTNKG3	JMSM1B2	9860	20273	50	64	[0] 50 [2] 25	[0] OFF[2] OFF	[0]5[2]59
JMTNKL1	JMSM1B2	9860	24001	48	16	[0] 8 20 48 [2] 75	[0] ON[2] OFF	[0]33[2]5
JMTNKL2	JMSM1B2	9860	24002	44	31	[0] 14 17 27 44 [2] 80 90	[0] ON[2] OFF	[0]35[2]0
JMTNKL3	JMSM1B2	9860	24003	40	21	[0] 6 9 40 65 68 78 82 [1] 1022 [2] 3 87	[0] ON[1] OFF[2] OFF	[0]50[1]42[2]43
JMTQHU1	JMSM1B2	9860	23291	47	77	[0] 47 62 71 [2] 65	[0] ON[2] OFF	[0]63[2]45
JMTQHU2	JMSM1B2	9860	23292	40	61	[0] 40 [2] 79	[0] OFF[2] OFF	[0]29[2]31
JMTQHU3	JMSM1B2	9860	23293	31	72	[0] 7 31 86 91 [2] 19 81	[0] OFF[2] OFF	[0]60[2]18
JMTSBE1	JMSM1B2	9860	20291	58	57	[0] 12 58 69 78 87 [2] 74	[0] ON[2] OFF	[0]35[2]12
JMTSBE2	JMSM1B2	9860	20292	49	76	[0] 3 6 14 49 60 [2] 94	[0] ON[2] OFF	[0]1[2]32
JMTSBE3	JMSM1B2	9860	20293	44	52	[0] 9 16 24 29 44 63 [2] 1 92	[0] ON[2] OFF	[0]32[2]24
JMTSBU1	JMSM1B2	9860	20301	33	10	[0] 5 18 21 25 30 33 61 67 79 84 91 [2] 8	[0] ON[2] OFF	[0]25[2]12
JMTSBU2	JMSM1B2	9860	20302	55	61	[0] 2 11 23 28 55 59 69 74 77 89 93 [2] 15	[0] ON[2] OFF	[0]26[2]32
JMTSBU3	JMSM1B2	9860	20303	57	64	[0] 4 12 19 26 57 64 76 82 [2] 87	[0] ON[2] OFF	[0]27[2]18
JMTSHS1	JMSM1B2	9860	24021	56	67	[0] 56 [2] 70	[0] OFF[2] OFF	[0]13[2]36
JMTSHS2	JMSM1B2	9860	24022	35	13	[0] 35 62 66 77 [2] 25 93	[0] ON[2] OFF	[0]53[2]31
JMTSHS3	JMSM1B2	9860	24023	37	53	[0] 12 27 37 60 80 [2] 89	[0] ON[2] OFF	[0]30[2]16
JMTSJU1	JMSM1B2	9860	20321	43	52	[0] 7 18 29 43 63 75 83 92 [2] 1 70	[0] ON[2] OFF	[0]34[2]28
JMTSJU2	JMSM1B2	9860	20322	58	15	[0] 58 65 73 79 [2] 15	[0] ON[2] OFF	[0]42[2]60
JMTSJU3	JMSM1B2	9860	20323	34	57	[0] 21 26 34 67 81 85 89 [1] 1020 [2] 3	[0] ON[1] OFF[2] OFF	[0]43[1]24[2]47
JMTSNJ1	JMSM1B2	9860	20341	53	30	[0] 53 76 [2] 19	[0] OFF[2] OFF	[0]37[2]60
JMTSNJ2	JMSM1B2	9860	20342	49	66	[0] 49 [2] 82	[0] OFF[2] OFF	[0]38[2]49
JMTSNJ3	JMSM1B2	9860	20343	43	60	[0] 43 [2] 71	[0] OFF[2] OFF	[0]39[2]29
JMTSQO1	JMSM1B2	9860	25171	52	16	[0] 14 22 52 [2] 2	[0] ON[2] OFF	[0]45[2]60
JMTSQO2	JMSM1B2	9860	25172	41	66	[0] 41 55 67 [2] 4	[0] ON[2] OFF	[0]49[2]3
JMTSQO3	JMSM1B2	9860	25173	43	30	[0] 25 29 43 [2] 8	[0] ON[2] OFF	[0]54[2]11
JMTSTS1	JMSM1B2	9860	20041	57	53	[0] 10 14 27 57 83 [2] 91	[0] ON[2] OFF	[0]46[2]10
JMTSTS2	JMSM1B2	9860	20042	33	40	[0] 33 85 [2] 79	[0] OFF[2] OFF	[0]47[2]57
JMTSTS3	JMSM1B2	9860	20043	45	55	[0] 8 45 69 87 93 [2] 4 12	[0] ON[2] OFF	[0]48[2]45
JMTWHX1	JMSM1B2	9860	23541	53	51	[0] 20 53 72 88 [2] 80 83	[0] ON[2] OFF	[0]34[2]12
JMTWHX2	JMSM1B2	9860	23542	58	66	[0] 58 [2] 78	[0] OFF[2] OFF	[0]20[2]18
JMTWHX3	JMSM1B2	9860	23543	42	52	[0] 5 42 67 [2] 26	[0] ON[2] OFF	[0]7[2]25
JMTWSI1	JMSM1B2	9860	20361	40	54	[0] 5 11 14 30 40 [2] 8	[0] ON[2] OFF	[0]16[2]36
JMTWSI2	JMSM1B2	9860	20362	50	71	[0] 50 90 [2] 80	[0] ON[2] OFF	[0]17[2]31
JMTWSI3	JMSM1B2	9860	20363	57	77	[0] 57 64 [2] 87	[0] OFF[2] OFF	[0]18[2]43
JMTWSN9	JMSM1B2	9860	20829	37	54	[0] 10 14 19 26 37 [2] 6	[0] ON[2] OFF	[0]56[2]4
JMTWXG1	JMSM1B2	9860	23511	45	66	[0] 30 45 60 66 90 [2] 23	[0] ON[2] OFF	[0]36[2]53
JMTWXG2	JMSM1B2	9860	23512	33	36	[0] 33 [2] 1	[0] ON[2] OFF	[0]12[2]49
JMTWXG3	JMSM1B2	9860	23513	49	60	[0] 12 27 49 71 80 [2] 64	[0] ON[2] OFF	[0]53[2]46
JMTXHI1	JMSM1B2	9860	20051	31	52	[0] 31 89 [2] 19	[0] OFF[2] OFF	[0]38[2]48
JMTXHI2	JMSM1B2	9860	20052	39	25	[0] 39 [2] 11	[0] OFF[2] OFF	[0]45[2]40
JMTXHI3	JMSM1B2	9860	20053	57	75	[0] 27 57 91 [2] 14	[0] ON[2] OFF	[0]53[2]22
JMTXHU1	JMSM1B2	9860	20371	54	72	[0] 15 28 54 76 79 [2] 94	[0] ON[2] OFF	[0]29[2]55
JMTXHU2	JMSM1B2	9860	20372	35	74	[0] 9 22 35 65 [2] 6 19	[0] ON[2] OFF	[0]44[2]49
JMTXHU3	JMSM1B2	9860	20373	49	61	[0] 1 11 49 63 71 [2] 4 24	[0] ON[2] OFF	[0]55[2]48
JMTXKG1	JMSM1B2	9860	20061	51	61	[0] 51 89 [2] 73	[0] OFF[2] OFF	[0]32[2]44
JMTXKG2	JMSM1B2	9860	20062	48	61	[0] 48 66 [2] 80	[0] OFF[2] OFF	[0]33[2]23
JMTXKG3	JMSM1B2	9860	20063	38	10	[0] 38 [2] 15	[0] OFF[2] OFF	[0]34[2]25
JMTXPG1	JMSM1B2	9860	23501	54	33	[0] 24 54 77 [2] 5	[0] ON[2] OFF	[0]5[2]30
JMTXPG2	JMSM1B2	9860	23502	32	74	[0] 8 32 [2] 74 93	[0] OFF[2] OFF	[0]28[2]9
JMTXPG3	JMSM1B2	9860	23503	48	76	[0] 20 48 58 [2] 82	[0] ON[2] OFF	[0]52[2]53
JMTXTG1	JMSM1B2	9860	20831	48	55	[0] 48 [2] 73	[0] OFF[2] OFF	[0]59[2]62
JMTXTG2	JMSM1B2	9860	20832	37	17	[0] 37 [2] 85	[0] OFF[2] OFF	[0]59[2]1
JMTXTG3	JMSM1B2	9860	20833	41	17	[0] 41 [2] 27	[0] OFF[2] OFF	[0]60[2]5
JMTXTN1	JMSM1B2	9860	25181	37	43	[0] 9 16 37 [2] 3	[0] ON[2] OFF	[0]51[2]48
JMTXTN2	JMSM1B2	9860	25182	42	72	[0] 19 24 42 [2] 13	[0] ON[2] OFF	[0]49[2]49
JMTXTN3	JMSM1B2	9860	25183	33	56	[0] 21 29 33 [2] 6	[0] ON[2] OFF	[0]48[2]51
JMTXWU1	JMSM1B2	9860	20071	58	41	[0] 3 7 58 61 [2] 13 23	[0] ON[2] OFF	[0]52[2]46
JMTXWU2	JMSM1B2	9860	20072	31	15	[0] 11 19 31 [2] 79	[0] ON[2] OFF	[0]33[2]46
JMTXWU3	JMSM1B2	9860	20073	43	63	[0] 26 43 72 76 82 [2] 74	[0] ON[2] OFF	[0]15[2]47
JMTYCN1	JMSM1B2	9860	20821	55	43	[0] 27 55 68 77 93 [2] 74	[0] ON[2] OFF	[0]47[2]24
JMTYCN2	JMSM1B2	9860	20822	52	63	[0] 25 52 88 [2] 12	[0] ON[2] OFF	[0]27[2]41
JMTYCN3	JMSM1B2	9860	20823	40	45	[0] 16 40 [2] 61 72	[0] OFF[2] OFF	[0]8[2]50
JMTZHL9	JMSM1B2	9860	24049	39	32	[0] 39 74 86 [2] 20	[0] ON[2] OFF	[0]31[2]61
JMTZLI1	JMSM1B2	9860	23081	49	57	[0] 49 61 [2] 3 68	[0] OFF[2] OFF	[0]54[2]12
JMTZLI2	JMSM1B2	9860	23082	53	56	[0] 53 64 90 [2] 87	[0] ON[2] OFF	[0]53[2]51
JMTZLI3	JMSM1B2	9860	23083	35	57	[0] 7 17 25 35 92 [2] 59	[0] ON[2] OFF	[0]53[2]8
JMXBMO1	JMSM1B2	9860	25001	41	74	[0] 15 20 41 72 [1] 0 1020 [2] 4 23	[0] ON[1] OFF[2] OFF	[0]46[1]10[2]61
JMXBMO2	JMSM1B2	9860	25002	34	77	[0] 25 34 56 69 86 91 [2] 12 76	[0] ON[2] OFF	[0]29[2]8
JMXBMO3	JMSM1B2	9860	25003	43	61	[0] 6 28 43 67 88 [2] 62 82	[0] ON[2] OFF	[0]13[2]36
JMXDBI1	JMSM1B2	9860	20671	37	42	[0] 37 [2] 63	[0] OFF[2] OFF	[0]62[2]22
JMXDBI2	JMSM1B2	9860	20672	32	62	[0] 32 [2] 11	[0] OFF[2] OFF	[0]52[2]9
JMXDBS1	JMSM1B2	9860	20901	42	54	[0] 4 14 42 58 64 83 88 [2] 28	[0] ON[2] OFF	[0]19[2]3
JMXDBS2	JMSM1B2	9860	20902	52	77	[0] 18 21 52 [2] 11	[0] ON[2] OFF	[0]34[2]21
JMXDBS3	JMSM1B2	9860	20903	46	67	[0] 26 46 67 [2] 23	[0] ON[2] OFF	[0]50[2]40
JMXDFH1	JMSM1B2	9860	63271	46	65	[0] 12 46 57 66 90 94 [2] 70	[0] ON[2] OFF	[0]46[2]45
JMXDFH2	JMSM1B2	9860	21812	38	37	[0] 18 38 [2] 84	[0] OFF[2] OFF	[0]47[2]39
JMXDFH3	JMSM1B2	9860	21813	32	70	[0] 32 [2] 7 14	[0] OFF[2] OFF	[0]48[2]28
JMXDNN1	JMSM1B2	9860	22741	54	27	[0] 2 54 [2] 8	[0] OFF[2] OFF	[0]1[2]44
JMXDNN2	JMSM1B2	9860	22742	33	44	[0] 16 33 76 [2] 13	[0] ON[2] OFF	[0]2[2]49
JMXDNN3	JMSM1B2	9860	22743	50	15	[0] 50 [2] 73	[0] OFF[2] OFF	[0]3[2]59
JMXGDU1	JMSM1B2	9860	25611	34	26	[0] 3 21 34 [2] 10	[0] ON[2] OFF	[0]32[2]50
JMXGDU2	JMSM1B2	9860	25612	40	42	[0] 5 29 40 62 68 72 86 [2] 92	[0] ON[2] OFF	[0]10[2]48
