CELL	BSC	LAI	CI	BCCH	BSIC	
JMJHSL1	JMSM6B3	9289	20311	54	53	
JMJHSL2	JMSM6B3	9289	20312	31	36	
JMJHSL3	JMSM6B3	9289	20313	40	56	
JMJJFX1	JMSM6B3	9289	20091	33	42	
JMJJFX2	JMSM6B3	9289	20092	36	55	
JMJJFX3	JMSM6B3	9289	20093	49	64	
JMJJFX8	JMSM6B3	9289	20098	44	43	
JMJJMN1	JMSM6B3	9289	20101	43	67	
JMJJMN2	JMSM6B3	9289	20102	32	44	
JMJJMN3	JMSM6B3	9289	20103	40	45	
JMJJNG1	JMSM6B3	9289	22071	49	74	
JMJJNG2	JMSM6B3	9289	22072	37	10	
JMJJSK1	JMSM6B3	9289	26041	49	32	
JMJJSK2	JMSM6B3	9289	26042	54	14	
JMJJSK3	JMSM6B3	9289	26043	39	73	
JMJJSN1	JMSM6B3	9289	20111	54	70	
JMJJSN2	JMSM6B3	9289	20112	50	36	
JMJJSN3	JMSM6B3	9289	20113	42	67	
JMJJSX1	JMSM6B3	9289	20121	44	57	
JMJJSX2	JMSM6B3	9289	20122	38	67	
JMJJSX3	JMSM6B3	9289	20123	35	77	
JMJJYG1	JMSM6B3	9289	20131	32	11	
JMJJYG2	JMSM6B3	9289	20132	51	75	
JMJJYG3	JMSM6B3	9289	20133	34	61	
JMJJYJ9	JMSM6B3	9289	20065	33	10	
JMJK639	JMSM6B3	9289	10000	9	30	
JMJLZG1	JMSM6B3	9289	20001	31	15	
JMJLZG2	JMSM6B3	9289	20002	51	26	
JMJLZG3	JMSM6B3	9289	20003	48	46	
JMJNGG1	JMSM6B3	9289	20141	53	56	
JMJNGG2	JMSM6B3	9289	20142	35	12	
JMJNGG3	JMSM6B3	9289	20143	37	12	
JMJNLB1	JMSM6B3	9289	20151	41	77	
JMJNLB2	JMSM6B3	9289	20152	46	53	
JMJNLB3	JMSM6B3	9289	20153	49	55	
JMJNLL1	JMSM6B3	9289	20161	44	76	
JMJNLL2	JMSM6B3	9289	20162	33	60	
JMJQCH1	JMSM6B3	9289	20171	40	43	
JMJSFU1	JMSM6B3	9289	20181	49	13	
JMJSFU2	JMSM6B3	9289	20182	54	11	
JMJSFU3	JMSM6B3	9289	20183	31	31	
JMJSHY1	JMSM6B3	9289	20301	52	14	
JMJSHY2	JMSM6B3	9289	20302	43	34	
JMJSLI8	JMSM6B3	9289	20198	36	23	
JMJSLI9	JMSM6B3	9289	20199	31	73	
JMJSLL9	JMSM6B3	9289	20209	36	45	
JMJSNL9	JMSM6B3	9289	20219	38	77	
JMJTYC1	JMSM6B3	9289	28051	52	72	
JMJTYC2	JMSM6B3	9289	28052	48	62	
JMJTYC3	JMSM6B3	9289	28053	54	31	
JMJWCY9	JMSM6B3	9289	20499	42	65	
JMJWYC9	JMSM6B3	9289	20229	47	71	
JMJXQU1	JMSM6B3	9289	20231	53	67	
JMJXQU2	JMSM6B3	9289	20232	35	17	
JMJXQU3	JMSM6B3	9289	20233	50	21	
JMJXZC9	JMSM6B3	9289	20249	37	16	
JMJXZH9	JMSM6B3	9289	22389	44	64	
JMJYFG1	JMSM6B3	9289	22091	42	27	
JMJYFG2	JMSM6B3	9289	22092	50	16	
JMJYFG3	JMSM6B3	9289	22093	52	40	
JMJYYC1	JMSM6B3	9289	20251	46	21	
JMJYYC2	JMSM6B3	9289	20252	42	46	
JMJYYC3	JMSM6B3	9289	20253	44	45	
JMJZCG1	JMSM6B3	9289	20261	43	21	
JMJZCG2	JMSM6B3	9289	20262	37	35	
JMJZCG3	JMSM6B3	9289	20263	39	52	
JMJZGH1	JMSM6B3	9289	20271	45	23	
JMJZGH2	JMSM6B3	9289	20272	50	40	
JMJZGH3	JMSM6B3	9289	20273	38	73	
JMJZHB1	JMSM6B3	9289	20281	47	70	
JMJZHB2	JMSM6B3	9289	20282	45	75	
JMJZHB3	JMSM6B3	9289	20283	35	73	
JMJZPG1	JMSM6B3	9289	22601	48	60	
JMJZPG2	JMSM6B3	9289	22602	54	64	
JMJZPG3	JMSM6B3	9289	22603	40	41	
JMJZSY1	JMSM6B3	9289	20291	39	74	
JMJZSY2	JMSM6B3	9289	20292	34	42	
JMJZSY3	JMSM6B3	9289	20293	49	71	
JMSM6C3	JMSM6B3	9289	33333	21	77	
JDHCKN1	JMSM8B2	9858	35873	514	75	
JDHCKN2	JMSM8B2	9858	30012	523	63	
JDHCKN3	JMSM8B2	9858	30013	521	77	
JDHCSN1	JMSM8B2	9858	30101	532	11	
JDHCSN2	JMSM8B2	9858	30102	535	63	
JDHGHE3	JMSM8B2	9858	30023	518	53	
JDHGKU1	JMSM8B2	9858	30211	516	75	
JDHGKU2	JMSM8B2	9858	30212	526	30	
JDHGKU3	JMSM8B2	9858	30213	529	52	
JDHNXG1	JMSM8B2	9858	30011	530	47	
JDJFSG1	JMSM8B2	9858	30001	513	55	
JDJFSG2	JMSM8B2	9858	30002	525	70	
JDJFSG3	JMSM8B2	9858	30003	534	71	
JDJSHF1	JMSM8B2	9858	30031	532	17	
JDJSHF2	JMSM8B2	9858	30032	517	27	
JDJSHF3	JMSM8B2	9858	30033	529	13	
JDJTXG1	JMSM8B2	9858	65501	518	23	
JDJTXG2	JMSM8B2	9858	65502	533	55	
JDJTXG3	JMSM8B2	9858	65401	524	54	
JDJTXZ1	JMSM8B2	9858	30951	537	72	
JDJTXZ2	JMSM8B2	9858	30952	519	46	
JDJTXZ3	JMSM8B2	9858	30953	515	50	
JMHCKN1	JMSM8B2	9858	25511	49	65	
JMHCKN2	JMSM8B2	9858	25512	40	64	
JMHCKN3	JMSM8B2	9858	25513	42	61	
JMHCKN8	JMSM8B2	9858	25518	39	43	
JMHCSN1	JMSM8B2	9858	20001	38	33	
JMHCSN2	JMSM8B2	9858	20002	54	50	
JMHCSN3	JMSM8B2	9858	20003	57	14	
JMHCYG1	JMSM8B2	9858	20101	54	63	
JMHCYG2	JMSM8B2	9858	20102	33	32	
JMHCYG3	JMSM8B2	9858	20103	37	54	
JMHDAO1	JMSM8B2	9858	20711	46	24	
JMHDAO2	JMSM8B2	9858	20712	38	35	
JMHDAO3	JMSM8B2	9858	20713	36	21	
JMHDAO8	JMSM8B2	9858	20718	57	32	
JMHDBA1	JMSM8B2	9858	20411	49	47	
JMHDBA2	JMSM8B2	9858	20412	40	11	
JMHDCC1	JMSM8B2	9858	61631	36	51	
JMHDCC2	JMSM8B2	9858	20962	46	75	
JMHDCC3	JMSM8B2	9858	65409	41	54	
JMHDFR1	JMSM8B2	9858	20581	44	41	
JMHDFR2	JMSM8B2	9858	20582	31	63	
JMHDFR3	JMSM8B2	9858	20583	55	42	
JMHDTN1	JMSM8B2	9858	23471	51	40	
JMHDTN2	JMSM8B2	9858	23472	41	65	
JMHDTN3	JMSM8B2	9858	23473	55	24	
JMHDTN8	JMSM8B2	9858	23478	47	54	
JMHDWC1	JMSM8B2	9858	20061	52	36	
JMHDWC2	JMSM8B2	9858	20062	34	56	
JMHDWC3	JMSM8B2	9858	20063	36	64	
JMHDWC8	JMSM8B2	9858	20068	32	67	
JMHDYS1	JMSM8B2	9858	61641	39	23	
JMHFYN1	JMSM8B2	9858	20111	34	12	
JMHFYN2	JMSM8B2	9858	20112	54	50	
JMHFYN3	JMSM8B2	9858	20113	31	74	
JMHGDC1	JMSM8B2	9858	20341	58	15	
JMHGDC2	JMSM8B2	9858	20342	37	65	
JMHGHE1	JMSM8B2	9858	23481	32	21	
JMHGHE2	JMSM8B2	9858	23482	52	45	
JMHGHE3	JMSM8B2	9858	23483	54	61	
JMHGHE8	JMSM8B2	9858	23488	48	44	
JMHGKU1	JMSM8B2	9858	61471	53	66	
JMHGKU2	JMSM8B2	9858	61472	37	67	
JMHGKU3	JMSM8B2	9858	61473	46	40	
JMHGKU8	JMSM8B2	9858	61478	33	73	
JMHGTG1	JMSM8B2	9858	20011	34	66	
JMHGTG2	JMSM8B2	9858	20012	50	57	
JMHGTG3	JMSM8B2	9858	20013	32	26	
JMHHDG1	JMSM8B2	9858	20021	49	36	
JMHHDG2	JMSM8B2	9858	20022	38	11	
JMHHDG3	JMSM8B2	9858	20023	44	77	
JMHHLU1	JMSM8B2	9858	20551	41	56	
JMHHLU2	JMSM8B2	9858	20552	33	13	
JMHHLU3	JMSM8B2	9858	20553	38	66	
JMHHSG1	JMSM8B2	9858	61461	31	32	
JMHHSG2	JMSM8B2	9858	61462	43	73	
JMHHSG3	JMSM8B2	9858	61463	38	53	
JMHJCN1	JMSM8B2	9858	20031	46	46	
JMHJCN2	JMSM8B2	9858	20032	51	35	
JMHJCN3	JMSM8B2	9858	20033	43	26	
JMHJCN8	JMSM8B2	9858	20038	38	31	
JMHJYN1	JMSM8B2	9858	23491	46	47	
JMHJYN2	JMSM8B2	9858	23492	50	30	
JMHJZU1	JMSM8B2	9858	61441	50	36	
JMHJZU2	JMSM8B2	9858	61442	33	45	
JMHKWI4	JMSM8B2	9858	20594	36	66	
JMHLIC4	JMSM8B2	9858	20684	58	62	
JMHLSN4	JMSM8B2	9858	23564	20	15	
JMHLSU1	JMSM8B2	9858	23501	58	33	
JMHLSU2	JMSM8B2	9858	23502	34	44	
JMHLSU3	JMSM8B2	9858	23503	53	46	
JMHMSN1	JMSM8B2	9858	20561	56	56	
JMHMSN2	JMSM8B2	9858	20562	52	63	
JMHMSN3	JMSM8B2	9858	20563	55	55	
JMHNDG1	JMSM8B2	9858	20571	42	55	
JMHNDG2	JMSM8B2	9858	20572	55	12	
JMHNDG3	JMSM8B2	9858	20573	38	25	
JMHNJG1	JMSM8B2	9858	23511	39	37	
JMHNJG2	JMSM8B2	9858	23512	48	61	
JMHNJG3	JMSM8B2	9858	23513	44	17	
JMHNXG1	JMSM8B2	9858	23521	39	10	
JMHNXG2	JMSM8B2	9858	23522	43	42	
JMHNXG3	JMSM8B2	9858	23523	32	32	
JMHNXG8	JMSM8B2	9858	23528	35	42	
JMHPGG1	JMSM8B2	9858	20041	36	44	
JMHPGG2	JMSM8B2	9858	20042	42	63	
JMHPGG3	JMSM8B2	9858	20043	46	64	
JMHPKN1	JMSM8B2	9858	23531	47	15	
JMHPKN2	JMSM8B2	9858	23532	58	41	
JMHPKN3	JMSM8B2	9858	23533	34	45	
JMHPLG1	JMSM8B2	9858	23541	50	76	
JMHPLG2	JMSM8B2	9858	23542	48	17	
JMHPLG3	JMSM8B2	9858	23543	54	52	
JMHPLG8	JMSM8B2	9858	23548	41	22	
JMHSHZ1	JMSM8B2	9858	20051	40	52	
JMHSHZ2	JMSM8B2	9858	20052	38	26	
JMHSHZ3	JMSM8B2	9858	20053	55	43	
JMHSNC1	JMSM8B2	9858	61451	48	73	
JMHSNC2	JMSM8B2	9858	61452	53	63	
JMHSSC1	JMSM8B2	9858	20361	37	43	
JMHSSC2	JMSM8B2	9858	20362	33	24	
JMHSSE1	JMSM8B2	9858	20631	52	15	
JMHSSE2	JMSM8B2	9858	20632	32	30	
JMHSSE3	JMSM8B2	9858	20633	51	41	
JMHSSE8	JMSM8B2	9858	20638	44	70	
JMHSXI1	JMSM8B2	9858	65481	40	50	
JMHSXI2	JMSM8B2	9858	65482	45	45	
JMHSXI3	JMSM8B2	9858	20473	48	47	
JMHTGG1	JMSM8B2	9858	23771	41	37	
JMHTGG2	JMSM8B2	9858	23772	39	21	
JMHTGG3	JMSM8B2	9858	23773	45	50	
JMHTTN1	JMSM8B2	9858	21001	35	40	
JMHTTN2	JMSM8B2	9858	21002	53	54	
JMHTTN3	JMSM8B2	9858	21003	46	45	
JMHTWU1	JMSM8B2	9858	23551	57	50	
JMHTWU2	JMSM8B2	9858	23552	35	16	
JMHXCN1	JMSM8B2	9858	20081	50	22	
JMHXCN2	JMSM8B2	9858	20082	52	46	
JMHXCN3	JMSM8B2	9858	20083	56	31	
JMHXMN1	JMSM8B2	9858	23561	56	20	
JMHXMN2	JMSM8B2	9858	23562	42	75	
JMHXMN3	JMSM8B2	9858	23563	36	31	
JMHXPI1	JMSM8B2	9858	25001	40	12	
JMHXPI2	JMSM8B2	9858	25002	31	34	
JMHXPI3	JMSM8B2	9858	25003	58	16	
JMHYDA1	JMSM8B2	9858	20301	36	63	
JMHYDA2	JMSM8B2	9858	20302	54	60	
JMHYDA3	JMSM8B2	9858	20303	50	35	
JMHYSD6	JMSM8B2	9858	65486	51	74	
JMHYYO1	JMSM8B2	9858	23571	48	70	
JMHYYO2	JMSM8B2	9858	23572	45	36	
JMHYYO3	JMSM8B2	9858	23573	56	53	
JMHYYQ1	JMSM8B2	9858	21011	53	74	
JMHYYQ2	JMSM8B2	9858	21012	35	61	
JMHYYU1	JMSM8B2	9858	20004	37	22	
JMHYYU2	JMSM8B2	9858	20005	33	43	
JMHYYU3	JMSM8B2	9858	20006	53	62	
JMHZZC1	JMSM8B2	9858	65491	52	47	
JMHZZC2	JMSM8B2	9858	65492	34	53	
JMHZZC3	JMSM8B2	9858	65493	54	35	
JMHZZC8	JMSM8B2	9858	65418	44	21	
JMHZZP1	JMSM8B2	9858	20401	43	55	
JMHZZP2	JMSM8B2	9858	20402	47	51	
JMHZZP3	JMSM8B2	9858	20403	35	54	
JMJCTC1	JMSM8B2	9858	65422	32	67	
JMJCTC2	JMSM8B2	9858	65423	38	74	
JMJDLN1	JMSM8B2	9858	65419	52	55	
JMJDLN2	JMSM8B2	9858	23582	34	77	
JMJDLN3	JMSM8B2	9858	23583	45	30	
JMJDWN1	JMSM8B2	9858	65400	40	51	
JMJDWN2	JMSM8B2	9858	23762	35	63	
JMJDWN3	JMSM8B2	9858	65402	50	73	
JMJFSG1	JMSM8B2	9858	23591	48	65	
JMJFSG2	JMSM8B2	9858	23592	39	20	
JMJFSG3	JMSM8B2	9858	23593	33	56	
JMJHJG1	JMSM8B2	9858	65403	54	13	
JMJHJG2	JMSM8B2	9858	65404	43	70	
JMJHJG3	JMSM8B2	9858	23623	50	55	
JMJHJG8	JMSM8B2	9858	65406	34	64	
JMJHLG1	JMSM8B2	9858	65407	43	55	
JMJHLG2	JMSM8B2	9858	65408	53	34	
JMJHLG3	JMSM8B2	9858	23633	41	57	
JMJHSN1	JMSM8B2	9858	65410	38	30	
JMJHSN2	JMSM8B2	9858	23642	52	74	
JMJHSN3	JMSM8B2	9858	65412	47	20	
JMJK829	JMSM8B2	9858	10000	9	30	
JMJKLN1	JMSM8B2	9858	23241	44	54	
JMJKLN2	JMSM8B2	9858	23242	46	72	
JMJKLN3	JMSM8B2	9858	23243	50	25	
JMJLEX1	JMSM8B2	9858	26011	49	12	
JMJLEX2	JMSM8B2	9858	26012	38	17	
JMJLEX3	JMSM8B2	9858	26013	53	71	
JMJLIC1	JMSM8B2	9858	23231	42	73	
JMJLIC2	JMSM8B2	9858	23232	36	56	
JMJLIC3	JMSM8B2	9858	23233	38	72	
JMJLTI1	JMSM8B2	9858	22301	44	12	
JMJLTI4	JMSM8B2	9858	20094	46	77	
JMJLXI1	JMSM8B2	9858	23211	37	24	
JMJLXI2	JMSM8B2	9858	23212	51	16	
JMJLXI3	JMSM8B2	9858	23213	32	41	
JMJMTS1	JMSM8B2	9858	26021	52	30	
JMJMTS2	JMSM8B2	9858	26022	45	60	
JMJMTS3	JMSM8B2	9858	26023	40	36	
JMJSBO6	JMSM8B2	9858	23666	43	76	
JMJSHF1	JMSM8B2	9858	24011	44	16	
JMJSHF2	JMSM8B2	9858	24012	35	21	
JMJSHF3	JMSM8B2	9858	24013	47	40	
JMJSST4	JMSM8B2	9858	20074	42	60	
JMJTJG1	JMSM8B2	9858	23681	52	17	
JMJTJG2	JMSM8B2	9858	23682	32	62	
JMJTJG3	JMSM8B2	9858	23683	48	72	
JMJTXA1	JMSM8B2	9858	23691	32	66	
JMJTXA2	JMSM8B2	9858	23692	38	32	
JMJTXA3	JMSM8B2	9858	23693	54	32	
JMJTXA8	JMSM8B2	9858	23694	41	72	
JMJTXC4	JMSM8B2	9858	20104	31	32	
JMJTXG1	JMSM8B2	9858	65413	44	72	
JMJTXG2	JMSM8B2	9858	65414	32	34	
JMJTXG3	JMSM8B2	9858	65415	40	76	
JMJTXZ1	JMSM8B2	9858	23701	54	26	
JMJTXZ2	JMSM8B2	9858	23702	40	63	
JMJTXZ3	JMSM8B2	9858	23703	36	67	
JMJWDG1	JMSM8B2	9858	65416	34	47	
JMJWDG3	JMSM8B2	9858	23713	42	45	
JMJZHE1	JMSM8B2	9858	25051	34	37	
JMJZXI1	JMSM8B2	9858	25011	39	56	
JMJZXI2	JMSM8B2	9858	25012	49	14	
JMJZXI3	JMSM8B2	9858	25013	31	10	
JMYJCA	JMSM8B2	NULL	NULL	NULL	
JMYJCB1	JMSM8B2	10000	10000	59	0	
JDEBGY1	JMSM8B3	9857	30071	532	32	
JDEBGY2	JMSM8B3	9857	30072	513	11	
JDEBGY3	JMSM8B3	9857	30073	520	10	
JDEDSG1	JMSM8B3	9857	30001	533	77	
JDEDSG2	JMSM8B3	9857	30002	525	30	
JDEDSG3	JMSM8B3	9857	30003	514	71	
JDEJYI1	JMSM8B3	9857	30011	519	35	
JDEJYI2	JMSM8B3	9857	30012	527	62	
JDEJYI3	JMSM8B3	9857	30013	535	66	
JDELGB1	JMSM8B3	9857	30061	520	51	
JDELGB2	JMSM8B3	9857	30062	525	17	
JDELGB3	JMSM8B3	9857	30063	517	22	
JDEMHD1	JMSM8B3	9857	30051	537	12	
JDEMHD2	JMSM8B3	9857	30052	532	20	
JDEMHD3	JMSM8B3	9857	30053	522	14	
JDEPSI2	JMSM8B3	9857	30022	521	30	
JDEYHU1	JMSM8B3	9857	30041	529	25	
JDEYHU2	JMSM8B3	9857	30042	521	13	
JDEYHU3	JMSM8B3	9857	30043	524	67	
JDEZHL1	JMSM8B3	9857	30031	512	14	
JDEZHL2	JMSM8B3	9857	30032	518	44	
JDEZHL3	JMSM8B3	9857	30033	530	32	
JMEBGY1	JMSM8B3	9857	20581	51	31	
JMEBGY2	JMSM8B3	9857	20582	37	46	
JMEBGY3	JMSM8B3	9857	20583	48	32	
JMECHK1	JMSM8B3	9857	21001	53	35	
JMECHK2	JMSM8B3	9857	21002	37	36	
JMECHK3	JMSM8B3	9857	21003	42	67	
JMECKG1	JMSM8B3	9857	20361	35	37	
JMECKG2	JMSM8B3	9857	20362	43	15	
JMECKG3	JMSM8B3	9857	20363	54	22	
JMEDCG1	JMSM8B3	9857	20371	51	73	
JMEDCG2	JMSM8B3	9857	20372	41	72	
JMEDCG3	JMSM8B3	9857	20373	56	76	
JMEDSG1	JMSM8B3	9857	20451	33	71	
JMEDSG2	JMSM8B3	9857	20452	38	27	
JMEDSG3	JMSM8B3	9857	20453	35	44	
JMEDXN1	JMSM8B3	9857	20381	36	77	
JMEDXN2	JMSM8B3	9857	20382	58	74	
JMEDXN3	JMSM8B3	9857	20383	41	14	
JMEEPG1	JMSM8B3	9857	20461	54	67	
JMEHGT1	JMSM8B3	9857	20391	44	67	
JMEHGT2	JMSM8B3	9857	20392	47	43	
JMEHGT3	JMSM8B3	9857	20393	38	35	
JMEJXG1	JMSM8B3	9857	20211	42	52	
JMEJXG2	JMSM8B3	9857	20212	37	56	
JMEJXG3	JMSM8B3	9857	20213	46	15	
JMEJYI1	JMSM8B3	9857	20611	45	25	
JMEJYI2	JMSM8B3	9857	20612	48	44	
JMEJYI3	JMSM8B3	9857	20613	50	42	
JMEJZI1	JMSM8B3	9857	21011	37	72	
JMEJZI2	JMSM8B3	9857	21012	34	55	
JMEJZI3	JMSM8B3	9857	21013	53	25	
JMELGB1	JMSM8B3	9857	20471	32	22	
JMELGB2	JMSM8B3	9857	20472	37	32	
JMELGB3	JMSM8B3	9857	20473	48	75	
JMELHY1	JMSM8B3	9857	20701	44	13	
JMELHY2	JMSM8B3	9857	20702	49	40	
JMELHY3	JMSM8B3	9857	20703	47	65	
JMELWN1	JMSM8B3	9857	21041	38	63	
JMELWN2	JMSM8B3	9857	21042	36	34	
JMELWN3	JMSM8B3	9857	21043	40	45	
JMEMHD1	JMSM8B3	9857	20491	49	50	
JMEMHD2	JMSM8B3	9857	20492	46	21	
JMEMHD3	JMSM8B3	9857	20493	40	31	
JMEMHX1	JMSM8B3	9857	20501	43	61	
JMEMHX2	JMSM8B3	9857	20502	39	56	
JMEMHX3	JMSM8B3	9857	20503	52	67	
JMEPSI1	JMSM8B3	9857	20511	35	15	
JMEPSI2	JMSM8B3	9857	20512	41	62	
JMEPSI3	JMSM8B3	9857	20513	51	40	
JMEPSI8	JMSM8B3	9857	20518	43	65	
JMEPTG1	JMSM8B3	9857	20521	50	25	
JMEPTG2	JMSM8B3	9857	20522	33	53	
JMEPTG3	JMSM8B3	9857	20523	46	77	
JMEQST1	JMSM8B3	9857	20421	50	17	
JMEQST2	JMSM8B3	9857	20422	31	43	
JMEQST3	JMSM8B3	9857	20423	46	32	
JMESQT1	JMSM8B3	9857	20431	57	13	
JMESQT2	JMSM8B3	9857	20432	39	51	
JMESQT3	JMSM8B3	9857	20433	49	52	
JMESTN1	JMSM8B3	9857	21061	52	32	
JMESTN2	JMSM8B3	9857	21062	43	67	
JMESTN3	JMSM8B3	9857	21063	36	31	
JMETZG1	JMSM8B3	9857	20571	31	13	
JMETZG2	JMSM8B3	9857	20572	56	46	
JMETZG3	JMSM8B3	9857	20573	54	35	
JMEYHU1	JMSM8B3	9857	20601	32	63	
JMEYHU2	JMSM8B3	9857	20602	42	57	
JMEYHU3	JMSM8B3	9857	20603	34	75	
JMEYWU1	JMSM8B3	9857	21071	38	77	
JMEYWU2	JMSM8B3	9857	21072	54	71	
JMEYWU3	JMSM8B3	9857	21073	33	73	
JMEYWU8	JMSM8B3	9857	21078	46	13	
JMEYXC1	JMSM8B3	9857	20441	58	20	
JMEYXC2	JMSM8B3	9857	20442	51	70	
JMEYXC3	JMSM8B3	9857	20443	39	16	
JMEYXG9	JMSM8B3	9857	20549	47	53	
JMEZHL2	JMSM8B3	9857	20552	42	51	
JMEZHL3	JMSM8B3	9857	20553	36	76	
JMEZXL1	JMSM8B3	9857	20401	46	23	
JMEZXL2	JMSM8B3	9857	20402	31	23	
JMEZXL3	JMSM8B3	9857	20403	37	22	
JMJK839	JMSM8B3	9857	10000	9	30	
JMKBHE1	JMSM8B3	9857	20001	31	21	
JMKBHE2	JMSM8B3	9857	20002	37	17	
JMKBHE3	JMSM8B3	9857	20003	55	75	
JMKCKU2	JMSM8B3	9857	20352	36	60	
JMKCSG1	JMSM8B3	9857	20011	43	26	
JMKCSG2	JMSM8B3	9857	20012	31	75	
JMKCSI1	JMSM8B3	9857	20021	56	31	
JMKCSI2	JMSM8B3	9857	20022	49	51	
JMKCSI3	JMSM8B3	9857	20023	46	33	
JMKCSI8	JMSM8B3	9857	20028	42	34	
JMKCSN1	JMSM8B3	9857	20031	52	54	
JMKCSN2	JMSM8B3	9857	20032	45	23	
JMKCSN3	JMSM8B3	9857	20033	40	24	
JMKCWQ1	JMSM8B3	9857	20041	49	10	
JMKCWQ2	JMSM8B3	9857	20042	39	54	
JMKCWQ3	JMSM8B3	9857	20043	33	51	
JMKDSN1	JMSM8B3	9857	20051	41	70	
JMKDSN2	JMSM8B3	9857	20052	31	47	
JMKDSN3	JMSM8B3	9857	20053	45	33	
JMKDTG1	JMSM8B3	9857	20061	42	74	
JMKDTG2	JMSM8B3	9857	20062	56	14	
JMKDTG3	JMSM8B3	9857	20063	52	72	
JMKFGU1	JMSM8B3	9857	20071	48	21	
JMKFGU2	JMSM8B3	9857	20072	50	37	
JMKFGU3	JMSM8B3	9857	20073	43	62	
JMKFLI1	JMSM8B3	9857	20631	48	50	
JMKFLI2	JMSM8B3	9857	20632	54	53	
JMKFLI3	JMSM8B3	9857	20633	50	34	
JMKGLG1	JMSM8B3	9857	20081	58	61	
JMKGLG2	JMSM8B3	9857	20082	49	42	
JMKGLG3	JMSM8B3	9857	20083	40	46	
JMKGSN1	JMSM8B3	9857	20091	58	60	
JMKGSN2	JMSM8B3	9857	20092	36	32	
JMKGSN3	JMSM8B3	9857	20093	38	53	
JMKHAN1	JMSM8B3	9857	20101	43	72	
JMKHAN2	JMSM8B3	9857	20102	53	63	
JMKHAN3	JMSM8B3	9857	20103	31	53	
JMKHNH1	JMSM8B3	9857	20111	58	70	
JMKHNH2	JMSM8B3	9857	20112	45	57	
JMKHNH3	JMSM8B3	9857	20113	56	21	
JMKHSI1	JMSM8B3	9857	20121	44	70	
JMKHSI2	JMSM8B3	9857	20122	35	41	
JMKHSI3	JMSM8B3	9857	20123	55	71	
JMKJJI1	JMSM8B3	9857	20131	34	36	
JMKJJI2	JMSM8B3	9857	20132	58	50	
JMKJJI3	JMSM8B3	9857	20133	32	26	
JMKJJI8	JMSM8B3	9857	20138	37	16	
JMKKCG1	JMSM8B3	9857	20141	40	12	
JMKKCG2	JMSM8B3	9857	20142	33	23	
JMKKCG3	JMSM8B3	9857	20143	47	42	
JMKLWU1	JMSM8B3	9857	20151	51	35	
JMKLWU2	JMSM8B3	9857	20152	54	52	
JMKLWU3	JMSM8B3	9857	20153	31	26	
JMKNLN1	JMSM8B3	9857	20161	36	64	
JMKNLN2	JMSM8B3	9857	20162	34	72	
JMKNSE1	JMSM8B3	9857	20171	43	32	
JMKNSE2	JMSM8B3	9857	20172	32	62	
JMKNSE3	JMSM8B3	9857	20173	34	22	
JMKNXI1	JMSM8B3	9857	20181	47	37	
JMKNXI2	JMSM8B3	9857	20182	39	32	
JMKNXI3	JMSM8B3	9857	20183	43	35	
JMKQTG1	JMSM8B3	9857	20191	47	56	
JMKQTG2	JMSM8B3	9857	20192	31	35	
JMKQTG3	JMSM8B3	9857	20193	38	54	
JMKQXG1	JMSM8B3	9857	20201	39	72	
JMKQXG2	JMSM8B3	9857	20202	54	17	
JMKSHE1	JMSM8B3	9857	20221	37	30	
JMKSHE2	JMSM8B3	9857	20222	52	71	
JMKSHE3	JMSM8B3	9857	20223	55	65	
JMKSJN1	JMSM8B3	9857	20231	48	36	
JMKSJN2	JMSM8B3	9857	20232	36	70	
JMKSJN3	JMSM8B3	9857	20233	52	51	
JMKSLN1	JMSM8B3	9857	20241	41	53	
JMKSLN2	JMSM8B3	9857	20242	57	72	
JMKSLN3	JMSM8B3	9857	20243	52	24	
JMKSSK1	JMSM8B3	9857	20251	47	76	
JMKSSK2	JMSM8B3	9857	20252	51	52	
JMKSSK3	JMSM8B3	9857	20253	34	20	
JMKSWN1	JMSM8B3	9857	20261	51	67	
JMKSWN2	JMSM8B3	9857	20262	31	41	
JMKSWN3	JMSM8B3	9857	20263	55	11	
JMKSZU1	JMSM8B3	9857	20271	31	71	
JMKSZU2	JMSM8B3	9857	20272	42	22	
JMKSZU3	JMSM8B3	9857	20273	58	27	
JMKSZU4	JMSM8B3	9857	20274	54	60	
JMKTNL1	JMSM8B3	9857	20281	33	42	
JMKTNL2	JMSM8B3	9857	20282	35	50	
JMKWPK1	JMSM8B3	9857	20291	34	30	
JMKWPK2	JMSM8B3	9857	20292	51	20	
JMKWPK3	JMSM8B3	9857	20293	54	74	
JMKXBI1	JMSM8B3	9857	20301	38	37	
JMKXBI2	JMSM8B3	9857	20302	53	32	
JMKXGG1	JMSM8B3	9857	20311	50	24	
JMKXGG2	JMSM8B3	9857	20312	39	71	
JMKXGG3	JMSM8B3	9857	20313	56	10	
JMKXGG8	JMSM8B3	9857	20318	41	65	
JMKYDG1	JMSM8B3	9857	20321	50	10	
JMKYDG2	JMSM8B3	9857	20322	47	64	
JMKYDG3	JMSM8B3	9857	20323	41	35	
JMKYXG1	JMSM8B3	9857	20331	31	20	
JMKYXG2	JMSM8B3	9857	20332	53	62	
JMKYXG3	JMSM8B3	9857	20333	35	60	
JMKYXG8	JMSM8B3	9857	20338	50	54	
JMKZDG1	JMSM8B3	9857	20341	33	53	
