CELL	BSC	LAI	CI	BCCH	BSIC	
JMJHGX1	JMSM3B1	9659	20011	43	74	
JMJHGX2	JMSM3B1	9659	20012	33	25	
JMJHGX3	JMSM3B1	9659	20013	40	33	
JMJHGX8	JMSM3B1	9659	20018	45	42	
JMJHSY2	JMSM3B1	9659	28021	43	15	
JMJHSY3	JMSM3B1	9659	28023	38	57	
JMJHTG1	JMSM3B1	9659	62461	46	24	
JMJHTG2	JMSM3B1	9659	25022	44	17	
JMJHTG3	JMSM3B1	9659	25023	35	16	
JMJHTG8	JMSM3B1	9659	25028	38	23	
JMJHTS1	JMSM3B1	9659	25041	41	60	
JMJHTS2	JMSM3B1	9659	25042	49	23	
JMJHTS3	JMSM3B1	9659	25043	53	43	
JMJJGS1	JMSM3B1	9659	62491	48	20	
JMJJGS2	JMSM3B1	9659	25082	42	26	
JMJJGS3	JMSM3B1	9659	25083	51	44	
JMJJLG1	JMSM3B1	9659	25091	50	66	
JMJJLG2	JMSM3B1	9659	25092	52	71	
JMJJLG3	JMSM3B1	9659	25093	35	76	
JMJJXC1	JMSM3B1	9659	22281	46	32	
JMJJXC2	JMSM3B1	9659	22282	41	52	
JMJJXC3	JMSM3B1	9659	22283	51	63	
JMJJZX1	JMSM3B1	9659	65432	49	24	
JMJJZX2	JMSM3B1	9659	25072	47	24	
JMJJZX3	JMSM3B1	9659	25073	31	12	
JMJK319	JMSM3B1	9659	10000	9	30	
JMJKXI1	JMSM3B1	9659	65409	49	60	
JMJKXI2	JMSM3B1	9659	65410	45	21	
JMJKXI3	JMSM3B1	9659	65411	40	30	
JMJLBU1	JMSM3B1	9659	25121	34	21	
JMJLBU2	JMSM3B1	9659	25122	48	35	
JMJLBU3	JMSM3B1	9659	25123	31	11	
JMJLFG1	JMSM3B1	9659	65403	53	33	
JMJLFG2	JMSM3B1	9659	65404	38	50	
JMJLFG3	JMSM3B1	9659	25113	44	75	
JMJMBS1	JMSM3B1	9659	50011	34	74	
JMJMBS2	JMSM3B1	9659	50012	39	65	
JMJMBS3	JMSM3B1	9659	50013	32	20	
JMJMJK1	JMSM3B1	9659	62961	54	74	
JMJMJK2	JMSM3B1	9659	62962	51	53	
JMJMJK3	JMSM3B1	9659	62963	37	77	
JMJMJK8	JMSM3B1	9659	62968	42	54	
JMJNCN1	JMSM3B1	9659	65412	53	50	
JMJNCN2	JMSM3B1	9659	65413	49	51	
JMJNCN3	JMSM3B1	9659	25133	41	40	
JMJNCN8	JMSM3B1	9659	65414	31	13	
JMJRMY1	JMSM3B1	9659	26011	48	51	
JMJRMY2	JMSM3B1	9659	26012	44	54	
JMJRMY3	JMSM3B1	9659	26013	53	10	
JMJSJH1	JMSM3B1	9659	28011	51	73	
JMJSJH3	JMSM3B1	9659	28013	32	13	
JMJSYC1	JMSM3B1	9659	65405	31	50	
JMJSYC2	JMSM3B1	9659	22612	46	70	
JMJSYC3	JMSM3B1	9659	22613	49	53	
JMJTGG1	JMSM3B1	9659	65418	54	77	
JMJTGG2	JMSM3B1	9659	65419	42	40	
JMJTGG3	JMSM3B1	9659	25233	48	57	
JMJTXH1	JMSM3B1	9659	62451	39	72	
JMJTXH2	JMSM3B1	9659	25182	51	30	
JMJTXH3	JMSM3B1	9659	25183	54	25	
JMJTXH8	JMSM3B1	9659	25188	36	21	
JMJTXI1	JMSM3B1	9659	65422	32	64	
JMJTXI2	JMSM3B1	9659	65423	51	76	
JMJTXI3	JMSM3B1	9659	65424	36	42	
JMJWHE1	JMSM3B1	9659	62861	45	25	
JMJWHE2	JMSM3B1	9659	62862	43	74	
JMJWHE3	JMSM3B1	9659	62863	33	74	
JMJWHI1	JMSM3B1	9659	65435	31	41	
JMJWHI2	JMSM3B1	9659	65436	50	43	
JMJWHI3	JMSM3B1	9659	26023	43	52	
JMJWHS1	JMSM3B1	9659	65438	47	62	
JMJWHS2	JMSM3B1	9659	26032	36	74	
JMJWHS3	JMSM3B1	9659	26033	34	23	
JMJWHY1	JMSM3B1	9659	65441	35	74	
JMJWHY2	JMSM3B1	9659	26042	52	63	
JMJWMN1	JMSM3B1	9659	65415	45	11	
JMJWMN2	JMSM3B1	9659	65416	33	77	
JMJWMN3	JMSM3B1	9659	65417	47	42	
JMJXCN1	JMSM3B1	9659	65420	47	33	
JMJXCN2	JMSM3B1	9659	25202	50	65	
JMJXCN3	JMSM3B1	9659	65421	43	66	
JMJXFL1	JMSM3B1	9659	65444	41	76	
JMJXFL2	JMSM3B1	9659	65445	39	50	
JMJXFL3	JMSM3B1	9659	26053	45	66	
JMJXFL8	JMSM3B1	9659	65446	54	37	
JMJYUZ1	JMSM3B1	9659	62511	43	60	
JMJYUZ2	JMSM3B1	9659	25212	52	32	
JMJYUZ3	JMSM3B1	9659	25213	32	71	
JMJZHG1	JMSM3B1	9659	25221	53	55	
JMJZHG2	JMSM3B1	9659	25222	36	71	
JMJZHG3	JMSM3B1	9659	25223	40	62	
JMWY319	JMSM3B1	9659	10003	100	36	
JMJK329	JMSM3B2	9693	10001	9	30	
JMXCLE1	JMSM3B2	9693	21851	47	14	
JMXCLE2	JMSM3B2	9693	21852	40	51	
JMXCLE3	JMSM3B2	9693	21853	44	22	
JMXCSN1	JMSM3B2	9693	21701	34	77	
JMXCSN2	JMSM3B2	9693	21702	31	27	
JMXCSN3	JMSM3B2	9693	21703	42	73	
JMXCXI1	JMSM3B2	9693	21841	37	47	
JMXCXI2	JMSM3B2	9693	21842	35	34	
JMXCXI3	JMSM3B2	9693	21843	51	34	
JMXCZD1	JMSM3B2	9693	26061	36	51	
JMXCZD2	JMSM3B2	9693	26062	39	64	
JMXCZD3	JMSM3B2	9693	26063	50	34	
JMXGCG1	JMSM3B2	9693	21861	36	63	
JMXGCG2	JMSM3B2	9693	21862	45	17	
JMXGCG3	JMSM3B2	9693	21863	49	26	
JMXGCQ1	JMSM3B2	9693	25741	33	53	
JMXGCQ2	JMSM3B2	9693	25742	41	13	
JMXGCQ3	JMSM3B2	9693	25743	54	43	
JMXGJG1	JMSM3B2	9693	21831	44	60	
JMXGJG2	JMSM3B2	9693	21832	48	57	
JMXGJG3	JMSM3B2	9693	21833	40	75	
JMXGJG8	JMSM3B2	9693	21838	31	67	
JMXGYJ1	JMSM3B2	9693	23401	46	61	
JMXGYJ2	JMSM3B2	9693	23402	42	31	
JMXGYJ3	JMSM3B2	9693	23403	33	37	
JMXGZU1	JMSM3B2	9693	26001	32	42	
JMXGZU2	JMSM3B2	9693	26002	36	32	
JMXGZU3	JMSM3B2	9693	26003	42	53	
JMXHGZ1	JMSM3B2	9693	26101	40	25	
JMXHGZ2	JMSM3B2	9693	26102	49	73	
JMXHGZ3	JMSM3B2	9693	26103	38	71	
JMXMGQ2	JMSM3B2	9693	65402	36	27	
JMXMGQ3	JMSM3B2	9693	20083	31	75	
JMXPTS1	JMSM3B2	9693	63231	34	45	
JMXPTS2	JMSM3B2	9693	63232	46	31	
JMXPTS3	JMSM3B2	9693	63233	52	77	
JMXWLC1	JMSM3B2	9693	20121	41	46	
JMXWLC2	JMSM3B2	9693	20122	38	77	
JMXWLC3	JMSM3B2	9693	20123	51	30	
JMXYTB1	JMSM3B2	9693	65501	53	60	
JMXYTB2	JMSM3B2	9693	65502	39	13	
JMXYTB3	JMSM3B2	9693	65503	31	74	
JMXZLN1	JMSM3B2	9693	20041	32	35	
JMXZLN2	JMSM3B2	9693	20042	43	47	
JMXZLN3	JMSM3B2	9693	20043	45	43	
JMXZWN1	JMSM3B2	9693	20471	48	20	
JMXZWN2	JMSM3B2	9693	20472	53	50	
JMXZWN3	JMSM3B2	9693	20473	38	45	
JDXGMC1	JMSM4B1	10063	30021	513	76	
JDXGMC2	JMSM4B1	10063	30022	518	41	
JDXGMC3	JMSM4B1	10063	30023	515	70	
JDXHBI1	JMSM4B1	10063	33101	520	34	
JDXHBI2	JMSM4B1	10063	33102	530	46	
JDXHBI3	JMSM4B1	10063	33103	535	25	
JDXHYG1	JMSM4B1	10063	30161	516	75	
JDXHYG2	JMSM4B1	10063	30162	513	42	
JDXHYG3	JMSM4B1	10063	30163	522	43	
JDXMGG1	JMSM4B1	10063	32001	536	57	
JDXMGG2	JMSM4B1	10063	32002	520	14	
JDXMGG3	JMSM4B1	10063	32003	527	75	
JDXTMA1	JMSM4B1	10063	30401	518	70	
JDXTMA2	JMSM4B1	10063	30402	529	64	
JDXTMA3	JMSM4B1	10063	30403	512	77	
JDXTXE1	JMSM4B1	10063	30091	513	13	
JDXTXE2	JMSM4B1	10063	30081	523	37	
JDXTXE3	JMSM4B1	10063	30082	536	21	
JDXXCG1	JMSM4B1	10063	30611	534	56	
JDXXCG2	JMSM4B1	10063	30612	520	72	
JDXXCG3	JMSM4B1	10063	30613	514	47	
JMJK419	JMSM4B1	10063	10001	1000	
JMXBSI1	JMSM4B1	10063	24001	37	56	
JMXBSI2	JMSM4B1	10063	24002	47	32	
JMXBSI3	JMSM4B1	10063	24003	32	70	
JMXBYG1	JMSM4B1	10063	23351	33	21	
JMXBYG2	JMSM4B1	10063	23352	48	46	
JMXBYG3	JMSM4B1	10063	23353	31	50	
JMXCCC1	JMSM4B1	10063	24011	53	34	
JMXCCC2	JMSM4B1	10063	24012	43	60	
JMXCCC3	JMSM4B1	10063	24013	39	51	
JMXCCG1	JMSM4B1	10063	25101	34	52	
JMXCCG2	JMSM4B1	10063	25102	43	73	
JMXCCG3	JMSM4B1	10063	25103	49	56	
JMXCKN1	JMSM4B1	10063	23101	52	76	
JMXCKN2	JMSM4B1	10063	23102	41	40	
JMXCKN3	JMSM4B1	10063	23103	49	53	
JMXCLN1	JMSM4B1	10063	23321	47	22	
JMXCLN2	JMSM4B1	10063	23322	43	50	
JMXCLN3	JMSM4B1	10063	23323	36	11	
JMXCTU1	JMSM4B1	10063	23361	45	67	
JMXCTU2	JMSM4B1	10063	23362	47	75	
JMXCTU3	JMSM4B1	10063	23363	50	27	
JMXDQO1	JMSM4B1	10063	24021	40	35	
JMXDQO2	JMSM4B1	10063	24022	35	45	
JMXDQO3	JMSM4B1	10063	24023	51	43	
JMXDYJ1	JMSM4B1	10063	23661	38	43	
JMXDYJ2	JMSM4B1	10063	23662	45	32	
JMXDZE1	JMSM4B1	10063	23371	36	47	
JMXDZE2	JMSM4B1	10063	23372	39	54	
JMXDZE3	JMSM4B1	10063	23373	52	74	
JMXDZX1	JMSM4B1	10063	23381	40	30	
JMXDZX2	JMSM4B1	10063	23382	42	17	
JMXDZX3	JMSM4B1	10063	23383	49	30	
JMXFMI1	JMSM4B1	10063	24031	50	44	
JMXFMI2	JMSM4B1	10063	24032	39	56	
JMXFMI3	JMSM4B1	10063	24033	41	17	
JMXGFC1	JMSM4B1	10063	25691	48	35	
JMXGFC2	JMSM4B1	10063	25692	36	50	
JMXGFC3	JMSM4B1	10063	25693	38	70	
JMXGMC1	JMSM4B1	10063	20021	53	44	
JMXGMC2	JMSM4B1	10063	20022	47	72	
JMXGMC3	JMSM4B1	10063	20023	44	33	
JMXHBI1	JMSM4B1	10063	23121	31	71	
JMXHBI2	JMSM4B1	10063	23122	40	64	
JMXHBI3	JMSM4B1	10063	23123	42	32	
JMXHYG1	JMSM4B1	10063	20161	40	15	
JMXHYG2	JMSM4B1	10063	20162	31	55	
JMXHYG3	JMSM4B1	10063	20163	49	14	
JMXJBC1	JMSM4B1	10063	24041	31	10	
JMXJBC2	JMSM4B1	10063	24042	45	11	
JMXJHT1	JMSM4B1	10063	25701	51	54	
JMXJHT2	JMSM4B1	10063	25702	34	25	
JMXJHT3	JMSM4B1	10063	25703	49	34	
JMXJJK1	JMSM4B1	10063	20081	51	51	
JMXJJK2	JMSM4B1	10063	20082	49	62	
JMXJLO1	JMSM4B1	10063	24051	47	10	
JMXJLO2	JMSM4B1	10063	24052	43	43	
JMXJLO3	JMSM4B1	10063	24053	54	23	
JMXJTD9	JMSM4B1	10063	23239	33	64	
JMXJTG1	JMSM4B1	10063	24061	51	16	
JMXJTG2	JMSM4B1	10063	24062	38	76	
JMXJTG3	JMSM4B1	10063	24063	46	74	
JMXKKU1	JMSM4B1	10063	20031	46	40	
JMXKKU2	JMSM4B1	10063	20032	33	53	
JMXKKU3	JMSM4B1	10063	20033	53	63	
JMXLGG1	JMSM4B1	10063	23561	50	65	
JMXLGG2	JMSM4B1	10063	23562	53	73	
JMXLGG3	JMSM4B1	10063	23563	46	62	
JMXLJI1	JMSM4B1	10063	24071	35	15	
JMXLJI2	JMSM4B1	10063	24072	40	63	
JMXLJI3	JMSM4B1	10063	24073	31	11	
JMXLKG1	JMSM4B1	10063	23421	41	44	
JMXLKG2	JMSM4B1	10063	23422	31	35	
JMXLKG3	JMSM4B1	10063	23423	51	52	
JMXLLI1	JMSM4B1	10063	24081	52	26	
JMXLLI2	JMSM4B1	10063	24082	34	63	
JMXLLI3	JMSM4B1	10063	24083	39	50	
JMXLMK1	JMSM4B1	10063	24091	38	20	
JMXLMK2	JMSM4B1	10063	24092	50	47	
JMXLTG4	JMSM4B1	10063	23574	49	35	
JMXLTO1	JMSM4B1	10063	24201	38	52	
JMXLTO2	JMSM4B1	10063	24202	42	66	
JMXLTU1	JMSM4B1	10063	24101	52	41	
JMXLTU2	JMSM4B1	10063	24102	36	10	
JMXLTU3	JMSM4B1	10063	24103	33	15	
JMXLYN4	JMSM4B1	10063	23154	36	44	
JMXMGG1	JMSM4B1	10063	24111	38	64	
JMXMGG2	JMSM4B1	10063	24112	54	75	
JMXMGG3	JMSM4B1	10063	24113	31	57	
JMXNGC4	JMSM4B1	10063	24124	36	42	
JMXQBO1	JMSM4B1	10063	23331	37	30	
JMXQBO2	JMSM4B1	10063	23332	35	50	
JMXQBO3	JMSM4B1	10063	23333	32	22	
JMXQPI1	JMSM4B1	10063	23251	53	35	
JMXQPI2	JMSM4B1	10063	23252	38	32	
JMXQPI3	JMSM4B1	10063	23253	51	14	
JMXSHQ1	JMSM4B1	10063	20001	41	61	
JMXSHQ2	JMSM4B1	10063	20002	54	25	
JMXSHQ3	JMSM4B1	10063	20003	31	45	
JMXSJN1	JMSM4B1	10063	23181	32	37	
JMXSJN2	JMSM4B1	10063	23182	45	24	
JMXSJN3	JMSM4B1	10063	23183	47	56	
JMXSLC1	JMSM4B1	10063	24301	53	23	
JMXSLC2	JMSM4B1	10063	24302	39	12	
JMXSLC3	JMSM4B1	10063	24303	45	47	
JMXSLU1	JMSM4B1	10063	24131	36	54	
JMXSLU2	JMSM4B1	10063	24132	42	64	
JMXSLU3	JMSM4B1	10063	24133	34	27	
JMXSLU8	JMSM4B1	10063	24138	49	24	
JMXSNC1	JMSM4B1	10063	26101	44	66	
JMXSNC2	JMSM4B1	10063	26102	37	67	
JMXSNC3	JMSM4B1	10063	26103	34	10	
JMXSSI1	JMSM4B1	10063	24141	37	45	
JMXSSI2	JMSM4B1	10063	24142	48	21	
JMXSSI3	JMSM4B1	10063	24143	42	43	
JMXSZI1	JMSM4B1	10063	23471	44	71	
JMXSZI2	JMSM4B1	10063	23472	36	71	
JMXSZI3	JMSM4B1	10063	23473	53	71	
JMXTHU1	JMSM4B1	10063	23591	43	37	
JMXTHU2	JMSM4B1	10063	23592	46	30	
JMXTHU3	JMSM4B1	10063	23593	40	57	
JMXTLG1	JMSM4B1	10063	24151	52	17	
JMXTLG2	JMSM4B1	10063	24152	48	67	
JMXTLG3	JMSM4B1	10063	24153	36	12	
JMXTMA1	JMSM4B1	10063	23191	48	30	
JMXTMA2	JMSM4B1	10063	23192	34	64	
JMXTMA3	JMSM4B1	10063	23193	37	46	
JMXTTG1	JMSM4B1	10063	24161	49	51	
JMXTTG2	JMSM4B1	10063	24162	46	41	
JMXTTG3	JMSM4B1	10063	24163	33	73	
JMXWHE1	JMSM4B1	10063	23201	51	53	
JMXWHE2	JMSM4B1	10063	23202	32	65	
JMXWHE3	JMSM4B1	10063	23203	34	70	
JMXWHN1	JMSM4B1	10063	23211	37	33	
JMXWHN2	JMSM4B1	10063	23212	48	14	
JMXWHN3	JMSM4B1	10063	23213	31	26	
JMXWSK4	JMSM4B1	10063	24174	38	16	
JMXXCG1	JMSM4B1	10063	23221	42	16	
JMXXCG2	JMSM4B1	10063	23222	44	12	
JMXXCG3	JMSM4B1	10063	23223	32	72	
JMXXCG8	JMSM4B1	10063	23228	46	51	
JMXXGG1	JMSM4B1	10063	24181	43	41	
JMXXGG2	JMSM4B1	10063	24182	45	31	
JMXXGG3	JMSM4B1	10063	24183	52	44	
JMXXSH1	JMSM4B1	10063	25301	32	60	
JMXXSH2	JMSM4B1	10063	25302	34	51	
JMXXSH3	JMSM4B1	10063	25303	46	73	
JMXXZE1	JMSM4B1	10063	23521	41	41	
JMXXZE2	JMSM4B1	10063	23522	49	60	
JMXXZE3	JMSM4B1	10063	23523	54	35	
JMXYCG1	JMSM4B1	10063	24191	42	35	
JMXYCG2	JMSM4B1	10063	24192	51	70	
JMXYCG3	JMSM4B1	10063	24193	47	33	
JMXYJC1	JMSM4B1	10063	20011	25	32	
JMXYJC2	JMSM4B1	10063	20012	35	72	
JMXYJC3	JMSM4B1	10063	20013	47	31	
JMXYJG1	JMSM4B1	10063	23651	42	40	
JMXYJG2	JMSM4B1	10063	23652	47	42	
JMXYJG3	JMSM4B1	10063	23653	35	24	
JMXYQI1	JMSM4B1	10063	20061	50	75	
JMXYQI2	JMSM4B1	10063	20062	40	51	
JMXYQI3	JMSM4B1	10063	20063	45	21	
JMXZCN1	JMSM4B1	10063	23631	44	60	
JMXZCN2	JMSM4B1	10063	23632	54	74	
JMXZCN3	JMSM4B1	10063	23633	49	26	
JDJCQY1	JMSM4B2	10064	30041	526	41	
JDJCQY2	JMSM4B2	10064	30042	512	43	
JDJCQY3	JMSM4B2	10064	30043	536	13	
JDJDRZ1	JMSM4B2	10064	31141	529	50	
JDJDRZ2	JMSM4B2	10064	31142	518	52	
JDJDRZ3	JMSM4B2	10064	31143	513	65	
JDJHMS1	JMSM4B2	10064	32381	525	76	
JDJHMS2	JMSM4B2	10064	32382	516	51	
JDJHMS3	JMSM4B2	10064	32383	519	44	
JDJHMS4	JMSM4B2	10064	32384	533	42	
JDJJZS2	JMSM4B2	10064	31182	512	25	
JDJJZS3	JMSM4B2	10064	31183	518	72	
JDJLMN1	JMSM4B2	10064	31151	522	57	
JDJLMN2	JMSM4B2	10064	31152	515	64	
JDJLMN3	JMSM4B2	10064	31153	526	25	
JDJLWN1	JMSM4B2	10064	31111	520	74	
JDJLWN2	JMSM4B2	10064	31112	531	47	
JDJLWN3	JMSM4B2	10064	31113	528	67	
JDJMLG1	JMSM4B2	10064	30021	537	46	
JDJMLG2	JMSM4B2	10064	30022	521	40	
JDJMLG3	JMSM4B2	10064	30023	516	43	
JDJMLS1	JMSM4B2	10064	30031	524	71	
JDJMLS2	JMSM4B2	10064	30032	530	65	
JDJMLS3	JMSM4B2	10064	30033	532	36	
JDJQJI1	JMSM4B2	10064	30421	532	61	
JDJQJI2	JMSM4B2	10064	30422	515	43	
JDJQJI3	JMSM4B2	10064	30423	519	15	
JDJXGJ1	JMSM4B2	10064	30341	515	57	
JDJXGJ2	JMSM4B2	10064	30342	529	72	
JDJXGJ3	JMSM4B2	10064	30343	513	37	
JDJXHL1	JMSM4B2	10064	30011	537	70	
JDJXHL2	JMSM4B2	10064	30012	532	20	
JDJXHL3	JMSM4B2	10064	30013	528	66	
JDJYSC1	JMSM4B2	10064	30361	523	26	
JDJYSC2	JMSM4B2	10064	30362	519	16	
JDJYSC3	JMSM4B2	10064	30363	534	41	
JDXDGM1	JMSM4B2	10064	32401	514	13	
JDXDGM2	JMSM4B2	10064	32402	525	11	
JDXDGM3	JMSM4B2	10064	32403	533	15	
JDXHCC1	JMSM4B2	10064	30291	522	55	
JDXHCC2	JMSM4B2	10064	30292	535	51	
JMJCQO1	JMSM4B2	10064	20011	33	40	
JMJCQO2	JMSM4B2	10064	20012	47	61	
JMJCQO3	JMSM4B2	10064	20013	35	11	
JMJCQO8	JMSM4B2	10064	20018	52	27	
JMJDRN1	JMSM4B2	10064	20041	39	27	
JMJDRN2	JMSM4B2	10064	20042	46	61	
JMJDRN3	JMSM4B2	10064	20043	49	46	
JMJDRS1	JMSM4B2	10064	50011	31	46	
JMJDRS2	JMSM4B2	10064	50012	33	61	
JMJDRS3	JMSM4B2	10064	50013	47	16	
JMJDRZ1	JMSM4B2	10064	20051	52	50	
JMJDRZ2	JMSM4B2	10064	20052	37	21	
JMJDRZ3	JMSM4B2	10064	20053	39	44	
JMJFFK2	JMSM4B2	10064	21082	31	72	
JMJFFK3	JMSM4B2	10064	21083	47	34	
JMJFFY1	JMSM4B2	10064	20001	35	34	
JMJFFY2	JMSM4B2	10064	20002	54	47	
JMJFFY3	JMSM4B2	10064	20003	38	16	
JMJGLG1	JMSM4B2	10064	21071	32	31	
JMJGLG2	JMSM4B2	10064	21072	53	61	
JMJGLG3	JMSM4B2	10064	21073	42	53	
JMJHJY1	JMSM4B2	10064	20101	45	33	
JMJHJY2	JMSM4B2	10064	20102	31	33	
JMJHJY3	JMSM4B2	10064	20103	42	72	
JMJHMS1	JMSM4B2	10064	22191	33	70	
JMJHMS2	JMSM4B2	10064	22192	37	23	
JMJHMS3	JMSM4B2	10064	22193	49	50	
JMJJFA1	JMSM4B2	10064	20021	46	60	
JMJJFA2	JMSM4B2	10064	20022	33	44	
JMJJGN1	JMSM4B2	10064	20121	34	67	
JMJJGN2	JMSM4B2	10064	20122	52	76	
JMJJGN3	JMSM4B2	10064	20123	40	27	
JMJJZS1	JMSM4B2	10064	20141	32	36	
JMJJZS2	JMSM4B2	10064	20142	46	22	
JMJJZS3	JMSM4B2	10064	20143	50	52	
JMJJZS8	JMSM4B2	10064	20148	48	52	
JMJK429	JMSM4B2	10064	10000	9	30	
JMJLBN1	JMSM4B2	10064	20151	38	60	
JMJLBN2	JMSM4B2	10064	20152	53	15	
JMJLBN3	JMSM4B2	10064	20153	32	12	
JMJLCJ1	JMSM4B2	10064	20501	51	64	
JMJLCJ2	JMSM4B2	10064	20502	44	36	
JMJLCJ3	JMSM4B2	10064	20503	42	47	
JMJLMN1	JMSM4B2	10064	20161	45	57	
JMJLMN2	JMSM4B2	10064	20162	41	16	
JMJLMN3	JMSM4B2	10064	20163	33	15	
JMJLWN1	JMSM4B2	10064	20171	42	30	
JMJLWN2	JMSM4B2	10064	20172	45	10	
JMJLWN3	JMSM4B2	10064	20173	53	24	
JMJMLG1	JMSM4B2	10064	20181	53	36	
JMJMLG2	JMSM4B2	10064	20182	45	13	
JMJMLG3	JMSM4B2	10064	20183	47	56	
JMJMLG8	JMSM4B2	10064	20188	50	64	
JMJMSG1	JMSM4B2	10064	20191	40	64	
JMJMSG2	JMSM4B2	10064	20192	31	21	
JMJMSG3	JMSM4B2	10064	20193	38	21	
JMJNWB1	JMSM4B2	10064	20071	32	57	
JMJNWB2	JMSM4B2	10064	20072	37	15	
JMJNWB3	JMSM4B2	10064	20073	34	43	
JMJPLM9	JMSM4B2	10064	20209	36	15	
JMJQJI1	JMSM4B2	10064	21061	37	44	
JMJQJI2	JMSM4B2	10064	21062	35	46	
JMJQJI3	JMSM4B2	10064	21063	49	22	
JMJSLD1	JMSM4B2	10064	22571	51	45	
JMJSMS1	JMSM4B2	10064	20061	33	33	
JMJSMS2	JMSM4B2	10064	20062	36	54	
JMJSMS3	JMSM4B2	10064	20063	44	10	
JMJSXG1	JMSM4B2	10064	20221	51	33	
JMJSXG2	JMSM4B2	10064	20222	43	71	
JMJSXG3	JMSM4B2	10064	20223	48	53	
JMJWJG1	JMSM4B2	10064	20391	50	77	
JMJWJG2	JMSM4B2	10064	20392	43	64	
JMJWJG3	JMSM4B2	10064	20393	34	14	
JMJXGJ1	JMSM4B2	10064	20241	35	20	
JMJXGJ2	JMSM4B2	10064	20242	37	62	
JMJXHL1	JMSM4B2	10064	20251	37	27	
JMJXHL2	JMSM4B2	10064	20252	41	25	
JMJXHL3	JMSM4B2	10064	20253	33	31	
JMJXHL8	JMSM4B2	10064	20258	43	16	
JMJYSC1	JMSM4B2	10064	20901	37	51	
JMJYSC2	JMSM4B2	10064	20902	48	71	
JMJYSC3	JMSM4B2	10064	20903	41	62	
JMJZMN1	JMSM4B2	10064	20421	36	52	
JMJZMN2	JMSM4B2	10064	20422	43	52	
JMJZMN3	JMSM4B2	10064	20423	32	61	
JMXHCC1	JMSM4B2	10064	20291	43	62	
JMXHCC3	JMSM4B2	10064	20293	54	65	
JMXQBC1	JMSM4B2	10064	21011	31	22	
JMXQBC2	JMSM4B2	10064	21012	51	31	
JMXYLH1	JMSM4B2	10064	20361	52	24	
JMXYLH2	JMSM4B2	10064	20362	37	73	
JDTCHX1	JMSM5B1	10065	30141	514	72	
JDTCHX2	JMSM5B1	10065	30142	528	42	
JDTCHX3	JMSM5B1	10065	30143	523	17	
JDTEJN1	JMSM5B1	10065	30171	529	30	
JDTEJN2	JMSM5B1	10065	30172	526	33	
JDTEJN3	JMSM5B1	10065	30173	524	53	
JDTFCS1	JMSM5B1	10065	30021	512	65	
JDTFCS2	JMSM5B1	10065	30022	518	35	
JDTFCS3	JMSM5B1	10065	30023	524	52	
JDTHBI1	JMSM5B1	10065	30031	519	72	
JDTHBI2	JMSM5B1	10065	30032	526	51	
JDTHBI3	JMSM5B1	10065	30033	534	26	
JDTHHY1	JMSM5B1	10065	30181	535	30	
JDTHHY2	JMSM5B1	10065	30182	530	24	
JDTJYC1	JMSM5B1	10065	30111	514	35	
JDTJYC2	JMSM5B1	10065	30112	530	40	
JDTJYC3	JMSM5B1	10065	30113	532	63	
JDTKXG1	JMSM5B1	10065	30091	512	24	
JDTKXG2	JMSM5B1	10065	30092	535	73	
JDTKXG3	JMSM5B1	10065	30093	521	73	
JDTLFZ1	JMSM5B1	10065	30011	525	46	
JDTLFZ2	JMSM5B1	10065	30012	528	71	
JDTLFZ3	JMSM5B1	10065	30013	512	15	
JDTMZC1	JMSM5B1	10065	30061	521	60	
JDTMZC2	JMSM5B1	10065	30062	512	74	
JDTMZC3	JMSM5B1	10065	30063	532	45	
JDTPYG2	JMSM5B1	10065	30192	514	12	
JDTPYG3	JMSM5B1	10065	30193	533	42	
JDTQFU1	JMSM5B1	10065	30001	513	76	
JDTQFU2	JMSM5B1	10065	30002	531	66	
JDTQFU3	JMSM5B1	10065	30003	536	15	
JDTSFU1	JMSM5B1	10065	30071	531	23	
JDTSFU2	JMSM5B1	10065	30072	533	25	
JDTSFU3	JMSM5B1	10065	30073	523	72	
JDTSYC1	JMSM5B1	10065	23601	517	24	
JDTSYC3	JMSM5B1	10065	23603	524	14	
JDTSYJ1	JMSM5B1	10065	31101	515	14	
JDTSYJ2	JMSM5B1	10065	31102	527	32	
JDTSYJ3	JMSM5B1	10065	31103	522	40	
JDTTDL1	JMSM5B1	10065	30151	526	25	
JDTTDL2	JMSM5B1	10065	30152	537	56	
JDTTDL3	JMSM5B1	10065	30153	514	43	
JDTTSA1	JMSM5B1	10065	31011	533	31	
JDTTSA2	JMSM5B1	10065	31012	523	56	
JDTTSA3	JMSM5B1	10065	31013	536	60	
JDTTSC1	JMSM5B1	10065	20111	521	35	
JDTTSC2	JMSM5B1	10065	20112	516	20	
JDTTSC3	JMSM5B1	10065	20113	530	34	
JDTTSN1	JMSM5B1	10065	30301	528	17	
JDTTSN2	JMSM5B1	10065	30202	526	64	
JDTTSN3	JMSM5B1	10065	30303	536	22	
JDTWHC1	JMSM5B1	10065	30121	535	75	
JDTWHC2	JMSM5B1	10065	30122	516	60	
JDTWHC3	JMSM5B1	10065	30123	518	60	
JDTWHG1	JMSM5B1	10065	30321	528	51	
JDTWHG2	JMSM5B1	10065	30322	518	72	
JDTWHG3	JMSM5B1	10065	30323	536	76	
