Cell	Site	Longitude	Latitude	Dir	Height	Tilt	Ground_Height	Cell_Type	Ant_Type	Ant_BW	Note	SiteName	Flag1	Flag2	Flag3	Flag4	Flag5	CI	BSC	Ant_size
JMTNKL1	JMTNKL	112.81325	22.25014	20						45		台山农科楼1								
JMTNKL2	JMTNKL	112.81325	22.25014	150						45		台山农科楼2								
JMTNKL3	JMTNKL	112.81325	22.25014	290						45		台山农科楼3								
JMTQHU1	JMTQHU	112.79279	22.31736	40						45		台山群厚1								
JMTQHU2	JMTQHU	112.79279	22.31736	160						45		台山群厚2								
JMTQHU3	JMTQHU	112.79279	22.31736	270						45		台山群厚3								
JMTSBE1	JMTSBE	112.796139	22.341667	10						45		台山水步二1								
JMTSBE2	JMTSBE	112.796139	22.341667	160						45		台山水步二2								
JMTSBE3	JMTSBE	112.796139	22.341667	260						45		台山水步二3								
JMTSBU1	JMTSBU	112.79091	22.3334	50						45		台山水步1								
JMTSBU2	JMTSBU	112.79091	22.3334	190						45		台山水步2								
JMTSBU3	JMTSBU	112.79091	22.3334	300						45		台山水步3								
JMTSHS1	JMTSHS	112.80311	22.2697	50						45		台山石花山1								
JMTSHS2	JMTSHS	112.80311	22.2697	140						45		台山石花山2								
JMTSHS3	JMTSHS	112.80311	22.2697	240						45		台山石花山3								
JMTSJU1	JMTSJU	112.851944	22.2175	60						45		台山四九1								
JMTSJU2	JMTSJU	112.851944	22.2175	180						45		台山四九2								
JMTSJU3	JMTSJU	112.851944	22.2175	340						45		台山四九3								
JMTSNJ1	JMTSNJ	112.819873	22.176331	0						45		台山三娘迳1								
JMTSNJ2	JMTSNJ	112.819873	22.176331	80						45		台山三娘迳2								
JMTSNJ3	JMTSNJ	112.819873	22.176331	170						45		台山三娘迳3								
JMTSQO1	JMTSQO	112.81103	22.39743	0						45		台山石桥1								
JMTSQO2	JMTSQO	112.81103	22.39743	120						45		台山石桥2								
JMTSQO3	JMTSQO	112.81103	22.39743	260						45		台山石桥3								
JMTSTS1	JMTSTS	112.805091	22.084722	100						45		台山沙坦市1								
JMTSTS2	JMTSTS	112.805091	22.084722	250						45		台山沙坦市2								
JMTSTS3	JMTSTS	112.805091	22.084722	350						45		台山沙坦市3								
JMTWHX1	JMTWHX	112.80171	22.32184	0						45		台山文华新村1								
JMTWHX2	JMTWHX	112.80171	22.32184	150						45		台山文华新村2								
JMTWHX3	JMTWHX	112.80171	22.32184	250						45		台山文华新村3								
JMTWSI1	JMTWSI	112.859444	22.260278	10						45		台山五十1								
JMTWSI2	JMTWSI	112.859444	22.260278	130						45		台山五十2								
JMTWSI3	JMTWSI	112.859444	22.260278	230						45		台山五十3								
JMTWXG1	JMTWXG	112.78125	22.43148	120						45		台山五星1								
JMTWXG2	JMTWXG	112.78125	22.43148	210						45		台山五星2								
JMTWXG3	JMTWXG	112.78125	22.43148	300						45		台山五星3								
JMTXHI1	JMTXHI	112.77179	22.09104	120						45		台山西海1								
JMTXHI2	JMTXHI	112.77179	22.09104	210						45		台山西海2								
JMTXHI3	JMTXHI	112.77179	22.09104	340						45		台山西海3								
JMTXHU1	JMTXHU	112.821944	22.241389	20						45		台山西湖1								
JMTXHU2	JMTXHU	112.821944	22.241389	140						45		台山西湖2								
JMTXHU3	JMTXHU	112.821944	22.241389	280						45		台山西湖3								
JMTXKG1	JMTXKG	112.786667	22.153611	90						45		台山西坑1								
JMTXKG2	JMTXKG	112.786667	22.153611	205						45		台山西坑2								
JMTXKG3	JMTXKG	112.786667	22.153611	330						45		台山西坑3								
JMTXPG1	JMTXPG	112.85122	22.22828	170						45		台山下坪1								
JMTXPG2	JMTXPG	112.85122	22.22828	230						45		台山下坪2								
JMTXPG3	JMTXPG	112.85122	22.22828	350						45		台山下坪3								
JMTXTG1	JMTXTG	112.83168	22.30895	60						45		台山新塘1								
JMTXTG2	JMTXTG	112.83168	22.30895	180						45		台山新塘2								
JMTXTG3	JMTXTG	112.83168	22.30895	300						45		台山新塘3								
JMTXTN1	JMTXTN	112.8657	22.27953	30						45		台山玄潭1								
JMTXTN2	JMTXTN	112.8657	22.27953	160						45		台山玄潭2								
JMTXTN3	JMTXTN	112.8657	22.27953	260						45		台山玄潭3								
JMTXWU1	JMTXWU	112.81073	22.1296	30						45		台山冲蒌新屋1								
JMTXWU2	JMTXWU	112.81073	22.1296	100						45		台山冲蒌新屋2								
JMTXWU3	JMTXWU	112.81073	22.1296	200						45		台山冲蒌新屋3								
JMTYCN1	JMTYCN	112.87283	22.23502	40						45		台山四九营村1								
JMTYCN2	JMTYCN	112.87283	22.23502	120						45		台山四九营村2								
JMTYCN3	JMTYCN	112.87283	22.23502	240						45		台山四九营村3								
JMTZHL9	JMTZHL	112.817237	22.25	0						45		台山综合楼9								
JMTZLI1	JMTZLI	112.81224	22.07322	140						45		台山中礼1								
JMTZLI2	JMTZLI	112.81224	22.07322	240						45		台山中礼2								
JMTZLI3	JMTZLI	112.81224	22.07322	340						45		台山中礼3								
JMXBMO1	JMXBMO	112.8601	22.505556	40						45		新会白庙1								
JMXBMO2	JMXBMO	112.8601	22.505556	180						45		新会白庙2								
JMXBMO3	JMXBMO	112.8601	22.505556	320						45		新会白庙3								
JMXDBS1	JMXDBS	112.8647	22.4487	60						45		新会罗坑道北寺1								
JMXDBS2	JMXDBS	112.8647	22.4487	120						45		新会罗坑道北寺2								
JMXDBS3	JMXDBS	112.8647	22.4487	220						45		新会罗坑道北寺3								
JMXHCN1	JMXHCN	112.84287	22.48619	0						45		新会河村1								
JMXHCN2	JMXHCN	112.84287	22.48619	110						45		新会河村2								
JMXHCN3	JMXHCN	112.84287	22.48619	210						45		新会河村3								
JMXKLN1	JMXKLN	112.814917	22.474611	60						45		新会昆仑1								
JMXKLN2	JMXKLN	112.814917	22.474611	140						45		新会昆仑2								
JMXKLN3	JMXKLN	112.814917	22.474611	250						45		新会昆仑3								
JMXLSN1	JMXLSN	112.8551	22.431111	0						45		新会龙山1								
JMXLSN2	JMXLSN	112.8551	22.431111	150						45		新会龙山2								
JMXLSN3	JMXLSN	112.8551	22.431111	230						45		新会龙山3								
JMXLUC1	JMXLUC	112.839361	22.416389	40						45		新会芦冲1								
JMXNWN1	JMXNWN	112.843077	22.437103	75						45		新会牛湾1								
JMXNWN2	JMXNWN	112.843077	22.437103	240						45		新会牛湾2								
JMXNWN3	JMXNWN	112.843077	22.437103	330						45		新会牛湾3								
JMXQFY1	JMXQFY	112.84716	22.50344	75						45		新会前锋工业园1								
JMXQFY2	JMXQFY	112.84716	22.50344	230						45		新会前锋工业园2								
JMXQFY3	JMXQFY	112.84716	22.50344	300						45		新会前锋工业园3								
JMXQJC1	JMXQJC	112.856361	22.495083	120						45		新会前进服装厂1								
JMXQJC2	JMXQJC	112.856361	22.495083	330						45		新会前进服装厂2								
JMXSBU1	JMXSBU	112.814444	22.492778	90						45		新会石步1								
JMXSBU2	JMXSBU	112.814444	22.492778	250						45		新会石步2								
JMXSBU3	JMXSBU	112.814444	22.492778	330						45		新会石步3								
JMXSMG1	JMXSMG	112.837	22.507111	50						45		新会石名1								
JMXSMG2	JMXSMG	112.837	22.507111	180						45		新会石名2								
JMXSMG3	JMXSMG	112.837	22.507111	280						45		新会石名3								
JMXSQE1	JMXSQE	112.853611	22.491389	10						45		新会司前二1								
JMXSQE2	JMXSQE	112.853611	22.491389	80						45		新会司前二2								
JMXSQE3	JMXSQE	112.853611	22.491389	180						45		新会司前二3								
JMXSQE8	JMXSQE	112.853611	22.491389	270						45		新会司前二8								
JMXSQO1	JMXSQO	112.80535	22.50406	0						45		新会石桥1								
JMXSQO2	JMXSQO	112.80535	22.50406	180						45		新会石桥2								
JMXSQO3	JMXSQO	112.80535	22.50406	260						45		新会石桥3								
JMXSYI1	JMXSYI	112.879828	22.488271	20						45		新会三益1								
JMXSYI2	JMXSYI	112.879828	22.488271	160						45		新会三益2								
JMXSYI3	JMXSYI	112.879828	22.488271	250						45		新会三益3								
JMXTBC1	JMXTBC	112.80655	22.4652	60						45		新会田边村1								
JMXTBC2	JMXTBC	112.80655	22.4652	120						45		新会田边村2								
JMXTDG1	JMXTDG	112.835278	22.485556	100						45		新会天等1								
JMXTDG2	JMXTDG	112.835278	22.485556	180						45		新会天等2								
JMXTDG3	JMXTDG	112.835278	22.485556	320						45		新会天等3								
JMXXJN1	JMXXJN	112.858889	22.535278	10						45		新会新建1								
JMXXJN2	JMXXJN	112.858889	22.535278	215						45		新会新建2								
JMXXPG1	JMXXPG	112.851556	22.47625	50						45		新会小坪1								
JMXXPG2	JMXXPG	112.851556	22.47625	180						45		新会小坪2								
JMXXPG3	JMXXPG	112.851556	22.47625	330						45		新会小坪3								
JMXYSN1	JMXYSN	112.83587	22.46	60						45		新会雅山1								
JMXYSN2	JMXYSN	112.83587	22.46	180						45		新会雅山2								
JMXYSN3	JMXYSN	112.83587	22.46	300						45		新会雅山3								
JDTGHI1	JDTGHI	112.791389	21.956667	70						45		台山广海D1								
JDTGHI2	JDTGHI	112.791389	21.956667	200						45		台山广海D2								
JDTHYN1	JDTHYN	112.556944	21.829444	90						45		台山海宴D1								
JDTHYN2	JDTHYN	112.556944	21.829444	210						45		台山海宴D2								
JDTWCN2	JDTWCN	112.489972	21.860417	180						45		台山汶村D2								
JDTWCN3	JDTWCN	112.489972	21.860417	280						45		台山汶村D3								
JMTBDU1	JMTBDU	112.385667	21.863056	45						45		台山北陡1								
JMTBDU2	JMTBDU	112.385667	21.863056	165						45		台山北陡2								
JMTBDU3	JMTBDU	112.385667	21.863056	325						45		台山北陡3								
JMTBDX1	JMTBDX	112.4001	21.8775	100						45		台山北陡圩1								
JMTBDX2	JMTBDX	112.4001	21.8775	200						45		台山北陡圩2								
JMTBDX3	JMTBDX	112.4001	21.8775	320						45		台山北陡圩3								
JMTBHL1	JMTBHL	112.58224	21.81157	260						45		台山保和里1								
JMTBHL2	JMTBHL	112.58224	21.81157	240						45		台山保和里2								
JMTBHL3	JMTBHL	112.58224	21.81157	160						45		台山保和里3								
JMTBHL8	JMTBHL	112.58224	21.81157	10						45		台山保和里8								
JMTBSJ1	JMTBSJ	112.35951	21.78163	80						45		台山北陡石井1								
JMTBSJ2	JMTBSJ	112.35951	21.78163	170						45		台山北陡石井2								
JMTBSJ3	JMTBSJ	112.35951	21.78163	320						45		台山北陡石井3								
JMTBTU1	JMTBTU	112.63421	21.82178	30						45		台山北头村1								
JMTBTU2	JMTBTU	112.63421	21.82178	160						45		台山北头村2								
JMTBTU3	JMTBTU	112.63421	21.82178	270						45		台山北头村3								
JMTBYI1	JMTBYI	112.330556	21.723611	80						45		台山北邑1								
JMTBYI2	JMTBYI	112.330556	21.723611	200						45		台山北邑2								
JMTBYI3	JMTBYI	112.330556	21.723611	310						45		台山北邑3								
JMTDDK1	JMTDDK	112.56628	21.97212	60						45		台山大东坑1								
JMTDDK2	JMTDDK	112.56628	21.97212	280						45		台山大东坑2								
JMTDFN1	JMTDFN	112.75657	22.05802	0						45		台山端芬1								
JMTDFN2	JMTDFN	112.75657	22.05802	145						45		台山端芬2								
JMTDFN3	JMTDFN	112.75657	22.05802	240						45		台山端芬3								
JMTDYG1	JMTDYG	112.745833	21.941944	20						45		台山大洋1								
JMTDYG2	JMTDYG	112.745833	21.941944	150						45		台山大洋2								
JMTDYG3	JMTDYG	112.745833	21.941944	240						45		台山大洋3								
JMTDZI1	JMTDZI	112.6425	22.030278	40						45		台山墩寨1								
JMTDZI2	JMTDZI	112.6425	22.030278	140						45		台山墩寨2								
JMTDZI3	JMTDZI	112.6425	22.030278	260						45		台山墩寨3								
JMTDZU1	JMTDZU	112.532139	21.9325	120						45		台山丹竹1								
JMTDZU2	JMTDZU	112.532139	21.9325	300						45		台山丹竹2								
JMTFCN1	JMTFCN	112.520833	21.836667	45						45		台山凤村1								
JMTFCN2	JMTFCN	112.520833	21.836667	205						45		台山凤村2								
JMTFCN3	JMTFCN	112.520833	21.836667	325						45		台山凤村3								
JMTFCO1	JMTFCO	112.711111	21.913333	40						45		台山甫草1								
JMTFCO2	JMTFCO	112.711111	21.913333	210						45		台山甫草2								
JMTFHJ1	JMTFHJ	112.819444	21.972222	20						45		台山烽火角1								
JMTFHJ2	JMTFHJ	112.819444	21.972222	170						45		台山烽火角2								
JMTFHJ3	JMTFHJ	112.819444	21.972222	320						45		台山烽火角3								
JMTGHI1	JMTGHI	112.791389	21.956667	70						45		台山广海1								
JMTGHI2	JMTGHI	112.791389	21.956667	200						45		台山广海2								
JMTGHI3	JMTGHI	112.791389	21.956667	330						45		台山广海3								
JMTHQO1	JMTHQO	112.546511	21.775066	0						45		台山海侨1								
JMTHQO2	JMTHQO	112.546511	21.775066	220						45		台山海侨2								
JMTHQO3	JMTHQO	112.546511	21.775066	330						45		台山海侨3								
JMTHSN1	JMTHSN	112.437778	21.876944	20						45		台山横山1								
JMTHSN2	JMTHSN	112.437778	21.876944	90						45		台山横山2								
JMTHSN3	JMTHSN	112.437778	21.876944	240						45		台山横山3								
JMTHSN8	JMTHSN	112.437778	21.876944	170						45		台山横山8								
JMTHWN1	JMTHWN	112.793333	21.951667	80						45		台山海湾1								
JMTHWN2	JMTHWN	112.793333	21.951667	230						45		台山海湾2								
JMTHWN3	JMTHWN	112.793333	21.951667	340						45		台山海湾3								
JMTHWU1	JMTHWU	112.49886	21.8667	230						45		台山黄屋1								
JMTHWU2	JMTHWU	112.49886	21.8667	310						45		台山黄屋2								
JMTHWU3	JMTHWU	112.49886	21.8667	140						45		台山黄屋3								
JMTHYN1	JMTHYN	112.556944	21.829444	90						45		台山海宴1								
JMTHYN2	JMTHYN	112.556944	21.829444	210						45		台山海宴2								
JMTHYN3	JMTHYN	112.556944	21.829444	330						45		台山海宴3								
JMTJFK1	JMTJFK	112.45265	21.99717	10						45		台山旧富坑1								
JMTJFK2	JMTJFK	112.45265	21.99717	130						45		台山旧富坑2								
JMTJFK3	JMTJFK	112.45265	21.99717	210						45		台山旧富坑3								
JMTJLE1	JMTJLE	112.4425	21.8525	0						45		台山茭勒1								
JMTJLE2	JMTJLE	112.4425	21.8525	120						45		台山茭勒2								
JMTJLE3	JMTJLE	112.4425	21.8525	240						45		台山茭勒3								
JMTJUG1	JMTJUG	112.47581	21.9209	40						45		台山九岗1								
JMTJUG2	JMTJUG	112.47581	21.9209	250						45		台山九岗2								
JMTKHA1	JMTKHA	112.503889	21.933056	45						45		台山康华1								
JMTKHA2	JMTKHA	112.503889	21.933056	133						45		台山康华2								
JMTKHA3	JMTKHA	112.503889	21.933056	195						45		台山康华3								
JMTLBI1	JMTLBI	112.44736	21.98219	35						45		台山岭背1								
JMTLBI2	JMTLBI	112.44736	21.98219	120						45		台山岭背2								
JMTLBI3	JMTLBI	112.44736	21.98219	250						45		台山岭背3								
JMTLGG1	JMTLGG	112.45386	22.07972	60						45		台山龙岗1								
JMTLGG2	JMTLGG	112.45386	22.07972	220						45		台山龙岗2								
JMTLGG3	JMTLGG	112.45386	22.07972	310						45		台山龙岗3								
JMTLHC1	JMTLHC	112.41744	22.01592	40						45		台山联和村1								
JMTLHC2	JMTLHC	112.41744	22.01592	180						45		台山联和村2								
JMTLHC3	JMTLHC	112.41744	22.01592	300						45		台山联和村3								
JMTLHU1	JMTLHU	112.71474	22.01128	40						45		台山莲湖1								
JMTLHU2	JMTLHU	112.71474	22.01128	180						45		台山莲湖2								
JMTLHU3	JMTLHU	112.71474	22.01128	300						45		台山莲湖3								
JMTLWN1	JMTLWN	112.611389	21.934167	60						45		台山隆文1								
JMTLWN2	JMTLWN	112.611389	21.934167	230						45		台山隆文2								
JMTLWN3	JMTLWN	112.611389	21.934167	300						45		台山隆文3								
JMTMBN1	JMTMBN	112.710278	22.10975	20						45		台山庙边1								
JMTMBN2	JMTMBN	112.710278	22.10975	160						45		台山庙边2								
JMTMBN3	JMTMBN	112.710278	22.10975	290						45		台山庙边3								
JMTMCS1	JMTMCS	112.392168	22.065939	0						45		台山马草山1								
JMTMCS2	JMTMCS	112.392168	22.065939	90						45		台山马草山2								
JMTMCS3	JMTMCS	112.392168	22.065939	220						45		台山马草山3								
JMTNFU1	JMTNFU	112.401389	22.088889	30						45		台山那扶1								
JMTNFU2	JMTNFU	112.401389	22.088889	160						45		台山那扶2								
JMTNFU3	JMTNFU	112.401389	22.088889	260						45		台山那扶3								
JMTNLG4	JMTNLG	112.578727	21.860435	0/240						45		台山那陵4								
JMTNLJ1	JMTNLJ	112.44082	22.00519	60						45		台山牛栏江1								
JMTNLJ2	JMTNLJ	112.44082	22.00519	200						45		台山牛栏江2								
JMTNLJ3	JMTNLJ	112.44082	22.00519	300						45		台山牛栏江3								
JMTNMA1	JMTNMA	112.606667	21.825833	50						45		台山那马1								
JMTNMA2	JMTNMA	112.606667	21.825833	140						45		台山那马2								
JMTNMA3	JMTNMA	112.606667	21.825833	240						45		台山那马3								
JMTNMA8	JMTNMA	112.606667	21.825833	330						45		台山那马8								
JMTNNN1	JMTNNN	112.428889	22.056944	10						45		台山那南1								
JMTNNN2	JMTNNN	112.428889	22.056944	130						45		台山那南2								
JMTNNN3	JMTNNN	112.428889	22.056944	250						45		台山那南3								
JMTNNN8	JMTNNN	112.428889	22.056944	310						45		台山那南8								
JMTNQN1	JMTNQN	112.367778	21.736944	10						45		台山那琴1								
JMTNQN2	JMTNQN	112.367778	21.736944	100						45		台山那琴2								
JMTNQN3	JMTNQN	112.367778	21.736944	190						45		台山那琴3								
JMTNQN8	JMTNQN	112.367778	21.736944	260						45		台山那琴8								
JMTNWN1	JMTNWN	112.795278	21.965	40						45		台山南湾1								
JMTNWN2	JMTNWN	112.795278	21.965	200						45		台山南湾2								
JMTNWN3	JMTNWN	112.795278	21.965	300						45		台山南湾3								
JMTNWN8	JMTNWN	112.795278	21.965	130						45		台山南湾8								
JMTNXI1	JMTNXI	112.399361	22.023861	0						45		台山南溪1								
JMTNXI2	JMTNXI	112.399361	22.023861	140						45		台山南溪2								
JMTNXI3	JMTNXI	112.399361	22.023861	220						45		台山南溪3								
JMTNZH1	JMTNZH	112.78367	22.01535	30						45		台山那章1								
JMTNZH2	JMTNZH	112.78367	22.01535	120						45		台山那章2								
JMTNZH3	JMTNZH	112.78367	22.01535	300						45		台山那章3								
JMTPZK1	JMTPZK	112.566667	21.925556	50						45		台山陂子坑1								
JMTPZK2	JMTPZK	112.566667	21.925556	140						45		台山陂子坑2								
JMTQSI1	JMTQSI	112.78266	21.96517	100						45		台山奇石1								
JMTQSI2	JMTQSI	112.78266	21.96517	230						45		台山奇石2								
JMTQSI3	JMTQSI	112.78266	21.96517	300						45		台山奇石3								
JMTSBN1	JMTSBN	112.635278	21.793611	50						45		台山沙边1								
JMTSBN2	JMTSBN	112.635278	21.793611	200						45		台山沙边2								
JMTSBN3	JMTSBN	112.635278	21.793611	320						45		台山沙边3								
JMTSHL1	JMTSHL	112.799444	22.260222	40						45		台山石华路1								
JMTSHL2	JMTSHL	112.799444	22.260222	160						45		台山石华路2								
JMTSHL3	JMTSHL	112.799444	22.260222	280						45		台山石华路3								
JMTSHU1	JMTSHU	112.75332	22.06205	30/180/290						45		台山端芬山后1								
JMTSHU2	JMTSHU	112.75332	22.06205	180						45		台山端芬山后2								
JMTSHU3	JMTSHU	112.75332	22.06205	290						45		台山端芬山后3								
JMTSJG1	JMTSJG	112.49878	21.98427	90						45		台山深井1								
